nan,nan,nan,nan,nan,nan,nan
5.0,20.0,nan,nan,0.0,1.0,-0.035630864197531205
5.0,20.0,1365.0,0.12745356559753418,1.0,1.0,-0.030800000000000643
5.0,20.0,2472.0,0.23968100547790527,1.0,1.0,-0.029917892953812954
5.0,20.0,678.0,0.06289482116699219,1.0,1.0,-0.02735449600432825
5.0,20.0,nan,nan,0.0,1.0,-0.01313314814815257
5.0,20.0,nan,nan,0.0,1.0,-0.03496718873128506
5.0,20.0,nan,nan,0.0,1.0,-0.0214004380724822
5.0,20.0,2762.0,0.2733476161956787,1.0,1.0,-0.012822582742022314
5.0,20.0,705.0,0.0661916732788086,1.0,1.0,-0.029662107070754878
5.0,20.0,nan,nan,0.0,1.0,-0.024697618139440616
5.0,20.0,nan,nan,0.0,1.0,-0.011023793260471709
5.0,20.0,993.0,0.09635639190673828,1.0,1.0,-0.03845973408449794
5.0,20.0,nan,nan,0.0,1.0,-0.040445726495725316
5.0,20.0,1937.0,0.19659924507141113,1.0,1.0,-0.03710668442073331
5.0,20.0,nan,nan,0.0,1.0,-0.035564339981005354
5.0,20.0,nan,nan,0.0,1.0,-0.02463069816711396
5.0,20.0,1027.0,0.11898016929626465,1.0,1.0,-0.032805188145450796
5.0,20.0,2881.0,0.3057844638824463,1.0,1.0,-0.04077365501428258
5.0,20.0,1652.0,0.16126513481140137,1.0,1.0,-0.023552824383586423
5.0,20.0,1600.0,0.15366864204406738,1.0,1.0,-0.029442487286817236
5.0,20.0,468.0,0.04352712631225586,1.0,1.0,-0.023408451940798897
5.0,20.0,nan,nan,0.0,1.0,-0.027658040935673443
5.0,20.0,nan,nan,0.0,1.0,-0.03214390889007332
5.0,20.0,nan,nan,0.0,1.0,-0.03617424691357959
5.0,20.0,1190.0,0.11273670196533203,1.0,1.0,-0.026163931299279363
5.0,20.0,nan,nan,0.0,1.0,-0.03755640208907651
5.0,20.0,nan,nan,0.0,1.0,-0.04689771412037006
5.0,20.0,nan,nan,0.0,1.0,-0.025460522775321823
5.0,20.0,nan,nan,0.0,1.0,-0.015113981481478807
5.0,20.0,nan,nan,0.0,1.0,-0.02656359595959582
5.0,20.0,nan,nan,0.0,1.0,0.004760243998411998
5.0,20.0,nan,nan,0.0,1.0,0.002328917378918778
5.0,20.0,nan,nan,0.0,1.0,-0.028089346650019158
5.0,20.0,704.0,0.06639409065246582,1.0,1.0,-0.0395555928293796
5.0,20.0,nan,nan,0.0,1.0,-0.030047474747474014
5.0,20.0,1672.0,0.1558690071105957,1.0,1.0,-0.04132607836482075
5.0,20.0,1015.0,0.09466028213500977,1.0,1.0,-0.026707430368110237
5.0,20.0,1260.0,0.12084102630615234,1.0,1.0,-0.03606039178183589
5.0,20.0,1818.0,0.1724238395690918,1.0,1.0,-0.03567806064412347
5.0,20.0,2644.0,0.2578926086425781,1.0,1.0,-0.025438764875883046
5.0,20.0,nan,nan,0.0,1.0,-0.04373304473304548
5.0,20.0,nan,nan,0.0,1.0,-0.029286153846154316
5.0,20.0,nan,nan,0.0,1.0,-0.0034504273504274772
5.0,20.0,2692.0,0.2587738037109375,1.0,1.0,-0.0510778093102905
5.0,20.0,1746.0,0.16784214973449707,1.0,1.0,-0.045560116818963436
5.0,20.0,2560.0,0.24939513206481934,1.0,1.0,-0.018104709564378946
5.0,20.0,nan,nan,0.0,1.0,-3.64999999999327e-05
5.0,20.0,nan,nan,0.0,1.0,-0.024795977011492675
5.0,20.0,2857.0,0.29022693634033203,1.0,1.0,-0.03658126415232634
5.0,20.0,nan,nan,0.0,1.0,-0.02772281045751667
5.0,20.0,1417.0,0.14260363578796387,1.0,1.0,-0.03164975852085235
5.0,20.0,1942.0,0.20543837547302246,1.0,1.0,-0.04037385977031712
5.0,20.0,1142.0,0.1263566017150879,1.0,1.0,-0.02989283368219412
5.0,20.0,2505.0,0.2443835735321045,1.0,1.0,-0.03630923009046377
5.0,20.0,1687.0,0.16101908683776855,1.0,1.0,-0.04871735453576307
5.0,20.0,1807.0,0.17519378662109375,1.0,1.0,-0.03607165920370664
5.0,20.0,2428.0,0.23720407485961914,1.0,1.0,-0.03589812114409506
5.0,20.0,nan,nan,0.0,1.0,-0.02995950292397665
5.0,20.0,nan,nan,0.0,1.0,-0.021302277277275967
5.0,20.0,nan,nan,0.0,1.0,-0.0317603535353525
5.0,20.0,nan,nan,0.0,1.0,0.0078084938271490816
5.0,20.0,nan,nan,0.0,1.0,-0.0266737009397465
5.0,20.0,nan,nan,0.0,1.0,-0.01000944488876988
5.0,20.0,nan,nan,0.0,1.0,-0.012263691148774087
5.0,20.0,nan,nan,0.0,1.0,-0.04116803995006248
5.0,20.0,796.0,0.07959508895874023,1.0,1.0,-0.029993286081168823
5.0,20.0,nan,nan,0.0,1.0,-0.03343807407407231
5.0,20.0,nan,nan,0.0,1.0,-0.01836989489489659
5.0,20.0,1121.0,0.10749411582946777,1.0,1.0,-0.040506662762645966
5.0,20.0,1373.0,0.13007235527038574,1.0,1.0,-0.03625321193742956
5.0,20.0,2659.0,0.2541975975036621,1.0,1.0,-0.03389792656393638
