nan,nan,nan,nan,nan,nan,nan
5.0,20.0,654.0,0.024625778198242188,1.0,1.0,-0.039776909538206166
5.0,20.0,2083.0,0.07649588584899902,1.0,1.0,-0.02965327050487804
5.0,20.0,1892.0,0.06948328018188477,1.0,1.0,-0.04261506113287983
5.0,20.0,5740.0,0.2062091827392578,1.0,1.0,-0.033055362447640374
5.0,20.0,6868.0,0.2442634105682373,1.0,1.0,-0.025532419549601146
5.0,20.0,2814.0,0.10179901123046875,1.0,1.0,-0.04785262391402126
5.0,20.0,6769.0,0.2416236400604248,1.0,1.0,-0.0375236239858513
5.0,20.0,999.0,0.034998416900634766,1.0,1.0,-0.01644030216215169
5.0,20.0,3071.0,0.10747599601745605,1.0,1.0,-0.02435079144573888
5.0,20.0,7701.0,0.27568793296813965,1.0,1.0,-0.04078596461113596
5.0,20.0,9789.0,0.3505074977874756,1.0,1.0,-0.027400361087166144
5.0,20.0,717.0,0.02544879913330078,1.0,1.0,-0.03768171997038959
5.0,20.0,5935.0,0.21857953071594238,1.0,1.0,-0.0338963722467095
5.0,20.0,3114.0,0.10981535911560059,1.0,1.0,-0.035065280553646765
5.0,20.0,2232.0,0.08026456832885742,1.0,1.0,-0.04096797739825501
5.0,20.0,4016.0,0.142256498336792,1.0,1.0,-0.03278335053236389
5.0,20.0,1809.0,0.06641435623168945,1.0,1.0,-0.031700072964283635
5.0,20.0,35842.0,1.271111011505127,1.0,1.0,-0.04350059796121149
5.0,20.0,2009.0,0.07390809059143066,1.0,1.0,-0.033050409268456316
5.0,20.0,1662.0,0.06102180480957031,1.0,1.0,-0.02862324164624154
5.0,20.0,5710.0,0.21232104301452637,1.0,1.0,-0.053063145365861465
5.0,20.0,2786.0,0.10059356689453125,1.0,1.0,-0.03577168852804235
5.0,20.0,38822.0,1.4257583618164062,1.0,1.0,-0.037440194565367346
5.0,20.0,1404.0,0.05007529258728027,1.0,1.0,-0.024477534279074332
5.0,20.0,3707.0,0.13501667976379395,1.0,1.0,-0.039788144542524294
5.0,20.0,9053.0,0.32982897758483887,1.0,1.0,-0.02892455452971952
5.0,20.0,10675.0,0.38795042037963867,1.0,1.0,-0.04015298331561393
5.0,20.0,4792.0,0.17343831062316895,1.0,1.0,-0.035236466182467154
5.0,20.0,1108.0,0.04110407829284668,1.0,1.0,-0.02327049127716329
5.0,20.0,8594.0,0.3315126895904541,1.0,1.0,-0.027416907727778262
5.0,20.0,1796.0,0.07157278060913086,1.0,1.0,-0.018473719806763298
5.0,20.0,2736.0,0.10416030883789062,1.0,1.0,-0.011392141290580906
5.0,20.0,2415.0,0.09384346008300781,1.0,1.0,-0.02066159587888906
5.0,20.0,467.0,0.018659353256225586,1.0,1.0,-0.03224908500902769
5.0,20.0,3775.0,0.14994406700134277,1.0,1.0,-0.021944029976309235
