 4.0862, 0.1931,-0.3811, 0.5249, 0.0629,-0.0850, 0.0229, 0.1154, 0.0395, 0.3331
 0.1931, 4.5773,-0.6196, 0.1125,-0.7013,-0.1509,-0.1255,-0.5597,-0.2699,-0.5009
-0.3811,-0.6196, 4.3237, 0.6743, 0.1977, 0.2958,-0.3224,-0.2203,-0.2354, 0.2567
 0.5249, 0.1125, 0.6743, 4.3013, 0.4940,-0.2584, 0.0005, 0.0749, 0.5061,-0.4896
 0.0629,-0.7013, 0.1977, 0.4940, 4.0775, 0.0067,-0.2776,-0.0894, 0.0275, 0.2146
-0.0850,-0.1509, 0.2958,-0.2584, 0.0067, 4.0550,-0.8993,-0.2066,-0.1648,-0.2113
 0.0229,-0.1255,-0.3224, 0.0005,-0.2776,-0.8993, 3.0213, 0.1273,-0.6796, 0.0206
 0.1154,-0.5597,-0.2203, 0.0749,-0.0894,-0.2066, 0.1273, 3.7690, 0.3558,-0.0160
 0.0395,-0.2699,-0.2354, 0.5061, 0.0275,-0.1648,-0.6796, 0.3558, 3.5429, 0.4449
 0.3331,-0.5009, 0.2567,-0.4896, 0.2146,-0.2113, 0.0206,-0.0160, 0.4449, 4.1683
