 1.1394, 4.9102, 3.9425,-4.4278, 0.4881, 1.3980, 2.8495,-0.8408, 3.1121,-3.4318
-1.8076,-3.8067, 3.9820,-3.9463,-3.5727, 0.7425,-1.1640,-2.8540, 2.6226,-4.6295
 2.6078,-4.1234, 3.0794,-1.3992,-0.3375,-4.2614,-0.2965,-1.2286,-2.9117, 4.5961
-4.9115, 3.3461,-3.6927,-2.8970,-3.8231,-0.0519, 2.5193,-2.3921, 3.4746, 0.2824
-3.6770,-4.5993, 0.3087, 3.6884, 4.0717,-3.1815,-1.6639, 3.4577, 2.4029,-2.5915
 1.4128, 1.0755, 1.3204, 4.8476, 3.8897, 4.0942,-3.6501,-3.1660,-4.7337,-1.6899
 4.8063,-1.5446,-4.6787, 4.9097, 4.8758, 4.2265, 2.7668, 0.1118,-4.2938,-0.3497
 2.5822,-3.8624,-1.1349, 4.4158,-3.0469, 3.4568,-0.3789,-1.4147, 0.8867,-0.7141
 1.7693, 1.1124, 0.5304,-0.0505,-4.0802, 1.4547, 0.2313,-2.9712,-0.4420, 4.5626
 1.2897,-2.5832,-1.3574, 4.7916, 1.6420, 4.9662,-2.0464, 3.3468,-4.9432,-0.2691
-1.8705,-2.2165,-1.4859, 4.2958,-0.4134, 4.3840,-4.8912, 2.9038, 2.1154,-4.9209
 1.7133, 0.6679, 2.3549, 2.7005, 2.7489,-1.6591,-1.0968, 3.7259, 1.5054, 3.9409
 4.8380,-3.8239,-3.4357,-4.3444,-2.7647,-4.4763, 4.7487,-1.1669,-0.1137,-4.9628
-4.3648, 0.8211, 0.1791,-1.0815,-1.0029, 1.4108,-1.4866, 1.3335, 3.5063,-4.1662
 4.4964,-3.7704,-4.0989, 2.7783, 2.6373,-4.1904,-4.9993, 0.8211,-2.7864, 2.3974
