-3.8204,-2.2079, 3.9877,-1.6876, 1.0061,-4.3758, 2.6265, 3.9375,-2.2620,-0.8900,-0.1715, 1.1272,-1.4112,-2.2762,-1.4604,-2.4177, 4.1668,-0.3423,-1.1374,-2.3730,-3.3242, 1.3868, 1.5494,-0.4352, 4.0258,-3.7101,-2.9998,-4.5327, 0.7990, 3.5566, 1.9478, 0.1103, 4.6468,-0.1912, 1.8971,-0.8195, 4.8437, 0.1664, 1.1239,-3.4320, 3.9735,-2.5199, 3.7463, 0.1727, 0.0644,-3.0956, 3.1726,-4.8373,-0.9329,-4.7353
-1.5010,-2.2888, 4.7115, 2.7871,-3.4909,-2.0326,-2.7769, 2.8845,-3.0307,-0.7034, 0.6923,-0.9777,-0.0633, 2.2467, 0.2774,-1.4138, 4.6548, 4.2344,-4.1856,-2.2726,-2.2641, 1.3535,-0.5458, 3.9183, 1.7380,-2.8433,-4.7649, 0.1345, 4.3035,-3.8009, 3.5471, 1.5309,-2.9964, 4.0540, 0.8743,-2.5834, 3.4902,-0.3455,-2.9695,-4.7022,-3.1444,-0.0722,-3.7073, 1.2798,-1.5685,-1.2464,-3.8188, 2.5296,-4.9008,-1.5514
-3.1343,-0.2254, 1.1021,-3.2517, 0.4723,-4.6389, 0.1605,-1.8747, 3.4865, 2.4968,-0.0483,-4.1315, 1.0448, 4.9880,-4.2185, 1.4044, 4.8010,-0.6377,-2.1396, 3.0209, 0.7180, 3.2369,-1.5296,-3.1825,-4.6389, 4.7353, 3.7206, 3.2192, 2.1150,-1.6781, 2.0315,-0.9219, 1.8190,-4.1145,-1.0572, 2.8504, 3.4362,-0.4056, 2.7308,-2.5651,-3.5280,-4.6257, 1.9891,-4.5693, 1.8086,-4.2809, 2.0417,-1.2861, 4.4639, 3.0962
 1.2679,-4.5257, 1.8887, 1.5126,-2.1633,-0.6184,-2.2441,-1.2845, 1.9260, 0.9164, 0.8748,-0.0728,-1.1359, 2.3403, 2.5833,-3.1030,-0.4545, 4.6887, 4.4389,-4.7153, 4.0794,-4.4332, 2.1140, 0.4012, 4.2037,-3.1672,-2.5030, 4.4868,-3.2866,-3.1513,-3.0413,-2.6727, 0.1892, 0.4826, 1.4172,-1.7655, 3.2813,-3.6837,-1.0980, 1.6443, 0.9041,-1.3278,-0.6879,-2.7402, 3.3220, 4.9640,-1.6739, 2.3243,-2.9973, 3.0596
-1.1634,-0.0937,-3.5670, 0.4048,-4.9979,-4.9080,-4.0356,-1.1326,-0.1405,-1.1671, 1.3305, 2.0495, 3.1597, 0.4376, 1.9098, 4.9587,-2.8738,-4.5446, 1.8450, 2.4679,-0.5088,-3.9639, 3.7988, 1.9724,-1.9415,-0.3257, 2.0957,-4.2944,-2.9378,-3.8015, 0.9386, 4.7986,-4.3267, 3.3825,-0.0537, 0.4477, 3.2730, 0.3264, 2.2894,-0.9956, 0.9911,-4.4900, 2.8375,-0.2728,-3.1505, 3.0977, 0.9232, 0.3569, 0.0530,-4.4094
 2.3506,-3.6551,-1.4314, 1.4923,-1.8396,-2.9001, 3.3299, 4.1227,-1.6267,-4.9130, 2.8423, 3.3070, 0.9233, 0.5665,-1.4844,-4.0958, 3.9831, 0.6684, 4.4303, 3.7790,-0.8789,-0.4223,-0.1712, 3.6548,-3.4598,-4.8434,-4.1392,-4.8608,-2.9237,-1.5293,-1.9096,-3.4201,-4.7959,-0.7185, 2.2018, 1.4582,-4.6521,-4.6200, 1.1085, 2.9432, 1.3411, 4.6339,-3.8792, 4.9447,-3.0652,-1.4367, 2.6469,-3.4451,-0.3251, 0.7536
 1.4939, 3.6421,-2.2184,-4.3375, 0.5382, 2.5933, 4.2418, 2.6804,-0.3227, 1.5855,-3.0222, 1.5824, 1.7626,-2.1657,-3.8690, 4.8726, 2.9223,-0.9172, 0.6090, 1.7114, 4.1905, 4.7227, 4.9110,-4.6638, 2.9764, 2.7326,-1.5918, 2.3431, 3.5245,-1.7185, 1.3262, 3.7525,-4.2853,-1.3039,-0.8216, 0.4348,-0.1781,-1.7213,-2.5710,-0.6709,-3.6570, 1.1643,-0.0045, 3.8581, 3.0160,-0.6817,-3.1034,-4.6013, 3.0834, 1.7106
-3.4362, 1.9443,-3.0858, 2.9985,-3.9462,-2.1655,-1.7470,-0.2244, 0.2418, 0.1414, 2.1413,-2.1991,-1.6632, 0.2307, 0.6974, 3.7644, 1.3946,-0.9966, 2.2135, 2.3440, 0.4837, 0.5884,-3.8029, 3.5059, 2.5712, 4.4000, 2.1726, 4.3627,-3.3456, 3.4915, 3.1957,-2.4582, 0.9949, 4.8039,-2.3326, 0.5974,-2.1219, 2.6837,-2.6827, 2.1370,-1.4379, 0.5181, 3.8079, 4.6387,-1.1277, 3.4479, 4.2507,-4.9477, 4.5020,-3.5125
-2.9868,-1.9576,-4.9672, 0.9094,-1.4587, 3.0003,-0.4700, 2.2964,-4.2580,-3.3326,-0.0633, 1.0997, 4.0824,-3.8638,-1.5146,-0.3913,-2.4823,-4.7733, 4.4636,-3.6013,-0.0949, 4.2877, 1.2675, 3.8426, 3.0748, 4.6456, 0.3236,-3.4331,-1.1926,-3.2405, 3.2345,-4.0328,-3.6568, 4.2479, 2.3931,-1.7094, 2.9458, 2.4694,-2.6758,-2.0299, 0.4569, 0.4697, 1.2062,-0.5857, 1.0413,-0.8544,-3.8482, 2.9439,-2.9142,-0.9364
-1.7076, 1.5591,-4.5880, 3.4829, 2.4443,-3.1322, 1.2292,-0.6823, 3.4941, 0.7735,-4.4744,-4.1504, 2.7688,-1.1534,-1.7708, 1.6259, 0.8886,-1.0063, 4.2081, 3.0663, 4.6726, 4.5533,-2.9422,-4.1694, 1.7778, 1.4633, 4.2040, 1.0496,-2.2681, 4.0580,-0.7728, 4.5169, 1.1014,-1.7098, 4.8279, 2.9219,-3.8399,-3.4065, 3.8678, 3.2553, 4.8906,-0.6531,-1.3309,-3.2506,-1.4961,-3.1633,-0.6525, 3.4973,-4.5645, 2.4746
-2.6702, 0.4141, 0.7048, 4.2484,-3.2900,-2.2225, 0.9576,-3.8974, 2.2889,-2.9409, 1.2105, 0.5538,-1.0291, 3.9352,-3.8949, 3.2633,-4.6272,-2.1500, 1.6012, 2.1595, 3.5677,-0.6678,-0.4715,-1.8594, 0.8879, 2.0249,-4.7482, 1.6819,-0.2717, 3.5214, 3.5056, 1.3712,-0.9568,-3.7747, 4.9452, 2.9034, 2.3406, 4.4707,-3.1451,-0.3783,-0.9029,-1.9982, 0.4875,-4.1281, 3.8814,-4.9459, 1.8479, 1.0787, 0.0594, 0.6038
 4.6366, 4.9973, 1.3816, 3.5467,-3.9521,-3.6525, 3.5410,-2.5732,-1.5512,-4.3619,-1.2704,-2.8321,-4.3713, 3.9905, 4.6096,-0.8170, 3.1944,-1.2421,-1.1542, 4.2048, 3.4603, 4.8872,-3.4133, 1.6843,-4.3734, 2.1451, 2.0840,-2.1505, 1.4053, 0.7728,-3.4132, 2.7533,-3.1665,-3.5073,-2.1064, 1.0449, 2.6827,-2.3839,-4.9602,-3.0225, 3.4740, 2.9347, 0.5748,-4.7912,-0.6837, 3.8755, 1.8379, 3.9639,-0.0617, 0.9484
-2.7787, 1.9122,-3.9286,-2.3346,-0.3586,-2.8702,-2.4694,-0.8272,-3.0031,-2.5159, 1.5316,-4.0020,-1.5407, 4.2126, 0.9947,-3.4758,-1.8408,-0.8589, 3.1862, 3.2380,-3.0904,-0.6168,-4.9193, 2.0089,-1.7824, 3.8750, 3.3151, 3.0741, 4.7527,-2.5682, 1.5231,-4.1458,-2.6185, 0.1385, 4.8990, 3.3577,-4.7721, 2.1675,-0.1891,-2.2791, 1.7649,-2.3783,-4.9665,-2.6229,-0.5635, 0.7905,-1.1388, 2.7919,-1.3333,-0.1195
 0.1945, 2.3421,-0.4667,-4.7681, 3.0654, 1.3725, 2.3826, 4.8491,-0.9464, 3.6596,-1.3888,-0.4886, 3.0741, 2.1923,-3.3640,-2.9213, 0.2376, 1.2109,-2.1638, 0.9984,-4.5972, 2.8802, 4.8164,-4.8228, 3.7141, 3.1519, 3.4269,-4.8538, 0.5659,-1.6783,-1.3553,-0.5285, 0.2095,-1.9492, 1.1119, 3.7081, 2.5333,-2.1211, 3.0817, 1.3858, 2.3511,-4.4441, 2.6879,-0.6018,-1.5140, 0.3859, 3.3574, 0.0115,-3.2779,-3.0643
