 3.6829,-0.2979,-0.2888, 0.1686, 0.1933, 0.1390,-0.2225,-0.0603, 0.0724,-0.1838,-0.1888, 0.0147, 0.0952,-0.1054, 0.2535, 0.5114,-0.2073,-0.2978, 0.1072,-0.0548, 0.4413,-0.2864, 0.0381, 0.0416,-0.5097, 0.2112, 0.1145,-0.1422, 0.1250,-0.1342, 0.0240,-0.2625, 0.0436, 0.0493, 0.2394,-0.3184, 0.1653, 0.2497, 0.1905, 0.3069
-0.2979, 4.2260, 0.2164, 0.1531,-0.1487, 0.2882,-0.5016,-0.1324, 0.1826,-0.0498, 0.3876,-0.0834,-0.1504,-0.2790,-0.0291, 0.0350, 0.1199, 0.3648,-0.3395, 0.0486, 0.2339,-0.0066,-0.0528, 0.0048,-0.0315, 0.2373, 0.0743,-0.1069, 0.1494,-0.0466, 0.0542, 0.2804,-0.1091,-0.3978, 0.3344,-0.2264, 0.0223, 0.2653, 0.2162, 0.0749
-0.2888, 0.2164, 4.0839,-0.1239, 0.1929,-0.2302, 0.1477, 0.0529,-0.0529,-0.0777, 0.1243,-0.1568,-0.0324, 0.0380, 0.3278,-0.1047, 0.4771, 0.4099, 0.2685,-0.1659,-0.0189,-0.2228, 0.0124,-0.0666,-0.2648,-0.0224, 0.1699,-0.3568,-0.1481, 0.1406, 0.1711, 0.0907, 0.2212, 0.0797,-0.3946, 0.2149,-0.1665,-0.0029, 0.1034, 0.3238
 0.1686, 0.1531,-0.1239, 3.5601,-0.3508,-0.1319,-0.2134,-0.1474, 0.4006,-0.0843, 0.5851,-0.1460,-0.0632, 0.0740, 0.1343,-0.0143, 0.1505,-0.0062, 0.0085, 0.0323,-0.3142,-0.3500,-0.0705, 0.0625,-0.3449, 0.2002,-0.1787,-0.2044, 0.1424, 0.1313,-0.1137,-0.1059, 0.3687, 0.0027,-0.0387, 0.0093, 0.0558,-0.2253, 0.1740,-0.0826
 0.1933,-0.1487, 0.1929,-0.3508, 4.0870, 0.1380, 0.1598, 0.0903, 0.3056, 0.0092,-0.1517,-0.0595,-0.1697, 0.0597,-0.0093,-0.0568, 0.3626, 0.5171, 0.1353,-0.1517, 0.3128,-0.0415,-0.0756,-0.1137,-0.1656, 0.2933, 0.2207, 0.0223,-0.2123, 0.1950, 0.2398,-0.0885,-0.1860,-0.0117,-0.0668, 0.0601, 0.4285, 0.1262, 0.4057,-0.1416
 0.1390, 0.2882,-0.2302,-0.1319, 0.1380, 3.7605, 0.1054, 0.3405,-0.3011,-0.2804, 0.0536,-0.3114, 0.0074,-0.1716,-0.1885, 0.4053, 0.4144, 0.0784,-0.0747,-0.0016, 0.4941, 0.0968, 0.3496, 0.0015, 0.2110,-0.1078, 0.1418,-0.0025, 0.3790, 0.0715,-0.1267, 0.0541, 0.0280, 0.1705, 0.0263,-0.1349, 0.1143,-0.1719,-0.4282,-0.0218
-0.2225,-0.5016, 0.1477,-0.2134, 0.1598, 0.1054, 3.4694, 0.1541,-0.2857, 0.2440, 0.4345,-0.0441, 0.2172,-0.0088, 0.1590,-0.1269, 0.0836, 0.0426,-0.2437, 0.2388,-0.0704, 0.0241,-0.0434, 0.1155,-0.1546,-0.2620,-0.0675,-0.3098, 0.0751, 0.2621,-0.0467, 0.1085,-0.6344, 0.2134,-0.1299,-0.0907,-0.3910,-0.2913,-0.0804, 0.2508
-0.0603,-0.1324, 0.0529,-0.1474, 0.0903, 0.3405, 0.1541, 3.5132,-0.0745,-0.2918,-0.0895,-0.1096,-0.2441, 0.0924, 0.0882,-0.0570, 0.0707,-0.1920,-0.2703, 0.4596, 0.1877,-0.0767, 0.0154,-0.1276,-0.1774,-0.1279, 0.1931, 0.3057,-0.1180,-0.1202, 0.2008,-0.4081,-0.1158, 0.0165, 0.3543,-0.4395, 0.1802,-0.1994, 0.1782,-0.0238
 0.0724, 0.1826,-0.0529, 0.4006, 0.3056,-0.3011,-0.2857,-0.0745, 3.9047, 0.3596, 0.3134,-0.0066,-0.2760, 0.1588, 0.2843, 0.1547, 0.4003, 0.1831,-0.1487,-0.1463,-0.0886, 0.2909,-0.1964, 0.2490, 0.1492,-0.2169,-0.4162,-0.1654,-0.1981,-0.2504,-0.2668,-0.0071, 0.0042, 0.4141, 0.2605, 0.1659, 0.2507,-0.1867,-0.0579,-0.0030
-0.1838,-0.0498,-0.0777,-0.0843, 0.0092,-0.2804, 0.2440,-0.2918, 0.3596, 4.0776, 0.1116,-0.1850, 0.0563,-0.0783, 0.1267,-0.0249,-0.0463,-0.1928,-0.0833, 0.5809,-0.0739,-0.3806, 0.2634, 0.2085, 0.0024, 0.1422,-0.0721, 0.3675, 0.5445,-0.1001, 0.2771, 0.1569,-0.0989, 0.1101,-0.2534, 0.0395,-0.3435,-0.2236, 0.3235, 0.1136
-0.1888, 0.3876, 0.1243, 0.5851,-0.1517, 0.0536, 0.4345,-0.0895, 0.3134, 0.1116, 3.4574, 0.0701,-0.0673, 0.2158, 0.0270, 0.1583, 0.1878, 0.0208,-0.0280,-0.4169, 0.2143,-0.0994,-0.1462, 0.0239, 0.2850, 0.0449,-0.6618,-0.2829,-0.0300,-0.1992,-0.2559, 0.1843,-0.1844, 0.2154,-0.1271, 0.1763,-0.3805, 0.0058,-0.0875, 0.1700
