-2.4452,-0.2777, 3.3769,-2.1158, 1.7568, 0.3589,-0.7877,-4.9827,-1.5878,-4.3170, 0.2046, 0.2355, 1.9072, 4.9755,-4.3945,-3.1964, 2.0905,-3.0092, 1.3342, 4.0134, 4.9580, 1.7348, 0.6293, 1.4559,-1.9377, 1.2459,-4.6897, 0.3606,-2.7857, 0.8490
 0.1074,-1.5180, 0.8918, 1.5610,-1.9235,-3.8697,-0.3769, 2.5429, 4.0431, 3.5189,-3.4348,-2.6804,-0.3202,-0.5579, 3.4909,-3.0202, 3.6587,-4.8982, 3.2827, 4.9714,-2.5470, 3.9614,-4.7142,-3.5775, 2.5946,-1.3622, 0.0070, 4.2071,-4.4344,-4.7158
 0.3628, 4.6866, 4.9490, 3.8542,-1.9828,-0.0169,-1.4545,-0.9702,-4.6869, 2.7139, 3.0841, 0.1273, 4.3612, 0.5254, 0.1552,-0.6058, 4.7216, 2.5839,-3.3927, 2.3779, 0.2899, 1.3698, 0.9060,-2.1791, 2.5344,-3.9067,-0.6572,-3.6858,-2.3598,-2.9446
 3.2549, 0.8755,-2.9548,-4.2577,-4.5327,-2.3304, 4.6544,-3.2852, 3.9634,-3.6009, 1.9834,-4.1162,-3.2008, 3.1208, 0.6006, 2.6093, 0.0076,-0.7642,-1.0347,-2.9136,-4.0334, 0.0168,-4.6339, 2.1370, 4.6073,-0.6015,-1.5060, 0.1544,-2.9964,-0.5098
 2.5002,-3.3513,-2.0617,-3.3745, 4.8765,-2.9705,-3.5544, 1.8937, 2.6757,-3.0742, 4.1191,-4.2248, 4.1955,-1.7945, 0.9903, 4.1810,-1.4655, 2.3685,-0.1636, 4.9806,-0.1651, 3.0828,-2.0984, 3.8273,-1.0039, 3.6688,-0.4680, 3.4440, 0.0160,-2.6616
 2.1788, 1.8575, 4.3362, 2.8840, 2.0217, 1.6301, 3.1250, 1.7163,-3.0964, 1.0791, 3.7493,-3.3971, 0.5904, 0.7431, 3.8371, 3.0935, 1.1440, 2.9823, 3.4740, 1.5962, 2.5301,-1.3592,-3.3469,-1.6971, 1.5080, 1.1508,-2.3952, 4.5058, 4.5566, 4.9845
 3.2485, 0.0663,-2.6115, 4.8982,-1.6678, 3.3765,-1.8611,-2.6698, 0.3927,-0.5840,-0.4820,-0.2549,-4.8244,-1.3027,-3.9785, 3.4604,-3.1363,-1.1033,-0.3818, 0.3921, 2.2011, 4.4474, 2.6377,-3.4769, 4.6066,-2.8716, 1.5850,-1.6891,-2.8730,-2.6719
-4.7250, 1.3177, 3.1097, 3.2484,-2.3673,-1.2584, 0.1235, 4.0545,-3.1454, 4.0725,-1.6093, 3.6183,-0.3288, 0.9497, 1.8925, 3.9211, 0.2702, 2.3247,-2.2677,-3.1872, 3.7907, 2.2932, 0.9965,-0.3763,-4.7223, 2.5943, 1.0372,-3.8471,-0.0246, 1.2738
-0.3865,-4.4324, 3.7071,-3.5088, 2.9273, 1.6215,-0.2370,-2.1289,-2.2542, 0.8100, 2.6590, 4.6929, 2.9854, 1.9525,-4.0434, 2.3301, 4.3059,-4.7307, 3.4231, 1.1064, 3.6736,-1.7034,-1.4199,-0.3083,-4.7486, 0.0165, 4.8851,-4.7815,-3.3333,-3.4670
 4.3642,-2.0293, 1.3837, 0.3844, 2.5211,-3.2421, 0.5907,-3.4464, 0.9612, 3.7776, 0.4074,-4.9771, 1.0812, 4.8221, 4.3957, 2.5482,-0.0093,-3.2385, 2.6146,-0.3113, 3.5639,-4.9476,-2.7120,-1.3797,-2.6037, 0.0026,-4.0159, 0.5807, 3.4459, 0.8202
-4.3053, 4.1543,-4.4326, 2.5519,-1.5773, 2.7511, 2.9031,-2.4073, 1.7850, 4.9512,-2.3374, 4.1460, 3.3546, 0.2353, 3.8980, 1.6938, 1.5145, 0.1067, 4.7792,-0.2646, 4.7489,-0.2978, 4.4752,-2.8925,-3.9799,-0.1167, 4.7989,-0.4549, 3.4414, 4.5112
 1.8115, 0.7344,-3.6319,-2.1536,-2.2722, 3.3384, 2.9661, 1.0577,-4.4490,-2.0824,-2.1864,-3.9817, 3.0292, 4.3072,-1.1640,-4.7470,-0.7458, 1.1782,-0.8876,-0.1685,-3.4666, 0.1933,-3.2253,-3.1830, 3.5089,-0.2526, 4.7616,-2.4456, 3.4682, 0.1626
-1.1148, 0.6158, 0.6414, 0.9814, 0.0423, 0.8070,-1.4965,-0.3277,-3.8425, 1.5193,-1.2342, 1.1407, 1.5655, 0.4589,-2.1633, 2.4089, 0.1436, 3.2635,-3.7499, 3.8060,-1.3949, 1.2366,-2.4466,-1.6030, 4.2229,-4.9779, 1.0592,-1.1472,-0.3956,-4.8130
 2.9783, 1.0729, 3.0470,-2.1365, 4.7031,-3.7732,-2.8651,-0.3952,-3.2152,-0.2341,-4.0634,-4.3848, 0.6350,-1.2302,-0.8363,-3.9812, 4.7390, 1.2619,-0.5042, 1.6561, 0.5661,-4.1724, 3.1230,-3.0520,-3.3228, 4.5266,-4.0907, 0.8433, 0.7807,-4.1094
-0.3669, 4.2664,-4.4573,-0.3895,-0.4768, 2.2421, 1.1532,-2.8843,-0.9545,-4.2003,-0.4952, 3.1840,-3.8577, 4.3998, 3.1819, 0.5125,-4.1541, 0.3231,-0.2810, 4.7024,-4.2069,-0.6893, 2.5484,-1.0243, 3.9326,-0.7019,-3.7619,-3.9025, 0.2549,-2.4762
 0.0911, 0.0991, 4.9253, 1.5401,-4.1156, 1.1749, 3.9266, 0.4649, 3.2758,-2.0303,-3.1153,-2.4076,-2.9044, 3.8018,-4.6516,-4.9375,-2.6817,-1.9081,-2.0695,-2.5082,-1.8175,-0.9026, 4.9959, 3.8495, 2.1758,-1.6588,-4.7427, 1.1993, 3.0571, 2.7567
-3.6090,-4.4808, 4.3061, 2.9836, 0.2847,-1.8659,-3.4378, 3.5576, 1.7213,-1.5586, 1.0806,-2.3408, 3.2327, 4.6746,-3.8826, 1.4546,-4.4382, 3.0346,-1.0709,-0.5259,-0.3962,-4.5550,-4.6323, 2.9145,-0.4498, 0.9386, 2.6486,-1.0552, 3.3742,-2.4753
-4.2980, 4.3661, 0.6458, 1.6132,-3.6465, 4.7190, 0.7622,-2.0820, 0.7163,-3.9778,-0.7668, 3.1852, 4.8125,-3.7432,-3.4987, 2.3106, 0.5548, 4.4769,-4.8707, 1.4920, 4.9117,-1.9304, 2.9057, 0.4702,-2.9578,-3.8962, 4.2844,-1.4954, 0.1934, 2.1214
-1.0469, 2.6269,-3.6324,-1.0076, 3.3131,-0.9401,-3.9287, 2.1805,-0.8475,-4.8835,-4.4553,-1.4730,-1.8511,-1.2501,-0.8893,-0.4536,-2.9950,-0.7471,-3.6987,-3.5497,-3.6547,-3.7414,-2.2423,-0.7079,-1.5147,-0.5418,-0.5504,-2.0812, 2.3683,-1.3133
 0.4264,-3.4857,-1.0371, 3.0952, 4.7139, 4.6623, 1.6694,-2.8780, 0.6160, 4.5950,-0.4785,-3.3428, 0.0865, 2.4722,-4.4270,-4.6116, 1.9058,-4.5873, 4.4762,-4.7761, 4.4910, 3.8377,-2.6570,-1.5957,-4.7911, 0.3924,-3.5427,-0.7348, 4.0124,-2.3270
 0.1279,-0.5551, 2.6350, 4.7161,-1.3618,-3.4204,-2.9291,-4.8475,-4.4835,-3.0388,-1.9783,-2.4070,-2.9798, 0.3119, 4.5089,-1.5583,-2.8364,-4.1655,-1.4829, 1.0984,-0.0948,-4.6613, 2.6707, 4.9211, 4.7289, 0.5153,-2.4859, 2.7703, 0.1586, 3.6970
-1.9052,-4.1388, 0.8618, 2.6923, 2.5107,-0.4236,-3.6271,-2.3322, 4.4284, 1.1824,-4.2515, 4.3439,-1.4387, 1.4400, 4.5178,-1.4784, 2.4563, 3.6732,-4.5675,-2.3266,-0.1959, 4.8898, 2.6561,-2.2185,-0.5206, 4.5056,-2.8078, 3.5324, 3.2245, 2.8389
-2.7012,-1.9007, 1.7473, 0.5385,-3.3760,-1.8807, 3.1235,-4.5483, 1.9872, 1.6168,-4.7491,-1.2196,-0.9135, 3.9195,-4.2496,-3.3367, 3.0792,-1.7923, 2.8994, 1.5757, 1.8722, 4.0353,-3.5381,-1.2565, 1.6196,-3.2630, 4.3547,-0.3911,-3.2326,-4.4114
-4.4403, 3.4376,-3.6831, 3.1458,-4.3626,-4.2382, 3.8960, 0.0421,-1.2941, 4.3295, 4.3053, 3.1548,-3.4130, 4.2632, 3.1521, 4.7330, 4.2589,-3.5847,-1.5414,-2.9263, 4.2950, 4.0533,-1.8153,-1.8845,-1.4278, 2.5664,-2.8463,-2.3839,-4.8015,-3.2029
 1.6023,-1.3275,-4.3910, 4.2704, 0.0517,-3.5930, 0.7102,-4.3286, 2.5095,-4.6764,-4.3779,-3.7100,-2.0431, 2.5553, 2.0105,-3.3793,-2.3302,-4.3450, 3.1990, 1.6103,-2.9250, 1.1693, 3.3659, 4.1203, 1.4629,-3.2605, 3.3130, 1.5927, 2.6699,-3.1780
 3.0577, 0.7590, 2.6284,-3.3228,-0.8290, 0.4639,-3.3637, 0.7233,-4.5642,-4.3669,-1.4964, 0.1789, 4.4684,-1.4992,-4.4056, 0.6127,-2.3748, 2.7993, 0.0914,-0.7108,-4.1459,-3.4541, 0.8131,-1.4759,-4.4583,-4.2234, 1.0129, 3.9242,-1.1522, 2.6806
 4.7318,-3.1733,-4.7261,-0.9966,-3.6142, 0.0981, 4.5873, 4.5721, 2.2559, 2.2909, 0.6974,-1.6888,-2.8122,-3.4596,-1.9360, 0.9844, 2.6892,-0.9801,-1.2508, 4.4822,-4.7473,-2.6732,-3.4519,-2.5261, 2.5829, 0.5944,-2.9358,-3.2874, 3.2264,-0.0135
 0.7976,-3.1282,-3.9244, 4.9974, 2.4179, 3.7788, 1.5380, 2.9068,-3.1277,-2.5142,-1.0468, 0.7183,-3.2354, 3.5033, 3.5571, 4.3977, 0.9060, 1.0900, 4.9438, 3.2820,-2.4100,-1.2252,-1.5282, 0.7151, 4.1623,-2.4350, 0.3578, 1.5757,-0.5362, 4.2783
-3.8723,-1.8033, 0.5297,-1.5191, 0.4641, 0.1534, 1.9791,-1.3558, 0.6454, 3.0672,-3.5938, 2.0547, 3.9918,-0.8752,-2.3019, 1.4131,-0.5697, 3.2687, 4.1784, 3.6553,-0.4677, 1.4694, 4.2206, 3.9152,-4.0599, 2.0152,-4.8288, 2.0961, 1.4393,-0.4578
 1.9898, 4.4445,-0.3685, 2.8516, 1.7075,-3.3699, 2.9188, 2.1596, 2.9872,-3.2288, 1.8529, 1.2099, 1.6169, 2.5353, 3.4025, 2.4452,-2.5599, 1.2663,-2.8173,-4.5783,-1.4969, 2.6252,-0.3529, 3.2211, 1.2660, 3.7011, 0.8150,-4.9792, 2.1226, 3.7432
-1.0935,-4.8005,-3.1077, 1.1421,-0.8087,-4.5414, 1.2316, 0.7276,-3.1148,-1.8937,-3.8757,-4.4737, 1.7551, 0.5907,-3.5608, 4.9757,-3.9420, 2.9053,-4.1997,-3.6596, 4.9552, 4.3138, 3.8885,-4.7561,-1.6927,-4.8572, 4.7607,-2.0623, 1.7233, 1.3847
 3.7035,-4.7597,-1.9848,-1.7544,-2.2000, 1.1868, 0.1637,-1.8480, 1.6220, 0.2379, 4.2244,-2.3206,-2.7445, 2.5242,-2.0318,-4.9735,-2.3913, 4.5403, 2.6223, 0.2235, 1.6801,-0.7304, 0.7652, 0.9486,-1.9570,-4.8711, 1.4334, 3.0577,-3.7705,-4.6911
-2.9781, 2.5130, 2.9621, 2.5965,-4.8140, 2.4209,-0.7466,-1.4408,-3.3738,-1.9273, 1.0739,-1.4853, 2.0122,-1.2456,-1.8790, 2.0275, 4.4439,-4.3166, 4.1479,-1.2675, 2.6104,-4.3986,-1.9507, 0.1765,-0.1178,-3.5809, 0.7495,-4.3445, 2.4336, 0.0350
 4.5828, 0.8410,-3.3698, 3.9377,-2.6920,-0.9995, 2.0630,-0.2089, 2.0424,-2.7578, 3.5791, 1.4144,-1.1682,-2.3106,-2.2668, 0.8119, 1.0309,-4.7695, 4.1381, 4.8960, 4.4994,-3.5442, 3.2437,-3.8833, 0.6256, 1.1443,-0.2923, 4.7390, 4.6910,-1.0084
-3.5501,-1.0063, 0.7502,-4.8505,-1.5303,-0.2361,-4.2612,-3.3167,-0.9665, 3.7588,-0.9268, 1.7427, 4.1513, 3.1677, 4.2473, 3.2890,-0.2833,-1.9772,-2.7885, 0.6965, 3.5065,-4.3019, 0.8006, 2.3816, 3.0406,-3.2991, 2.6466,-3.3849, 1.8477, 3.1867
