 2.7601,-0.9362,-0.6653,-0.0430,-0.1749,-0.7456, 0.0852,-0.7553, 0.1197, 0.6887
-0.9362, 2.8218,-0.2395,-0.2029,-0.2287,-0.0063, 0.5014, 0.1219,-0.0968, 0.1402
-0.6653,-0.2395, 4.1557,-0.0119, 0.0334, 0.1367,-0.2798, 0.2413,-0.5625, 0.1277
-0.0430,-0.2029,-0.0119, 3.7647, 0.6050, 0.3483,-0.3295,-0.5318,-0.1423,-0.2147
-0.1749,-0.2287, 0.0334, 0.6050, 3.7027, 0.3448,-0.5978,-0.3964, 0.1544,-0.9006
-0.7456,-0.0063, 0.1367, 0.3483, 0.3448, 3.2688,-0.7494,-0.3369,-0.6538,-0.5275
 0.0852, 0.5014,-0.2798,-0.3295,-0.5978,-0.7494, 2.8478,-0.9937,-0.1187, 0.3026
-0.7553, 0.1219, 0.2413,-0.5318,-0.3964,-0.3369,-0.9937, 3.3887,-0.2017,-0.3296
 0.1197,-0.0968,-0.5625,-0.1423, 0.1544,-0.6538,-0.1187,-0.2017, 3.8387,-0.1245
 0.6887, 0.1402, 0.1277,-0.2147,-0.9006,-0.5275, 0.3026,-0.3296,-0.1245, 1.9574
