-4.9452, 1.2898,-4.9122, 3.5266,-2.5232,-1.1712,-1.2144,-1.1945,-2.8678, 2.5097,-4.4340, 0.3456, 2.5445, 1.4090,-2.3219, 2.2677, 3.6003, 4.8160, 2.3505,-1.8195
-1.8980,-2.2695, 3.8780,-4.4497, 4.8432, 1.5797, 2.8169,-3.5337, 4.7041, 3.1244,-0.2626, 1.5511,-1.5216,-4.1324, 4.4544,-3.5489, 4.5492,-1.0984, 0.0790, 0.9719
 0.4058, 1.1517, 3.4511, 3.0739, 2.5846,-0.3421,-1.4843, 3.8870, 2.5542, 2.4196, 4.6518, 1.5736, 3.7104, 1.6803,-0.0392,-4.8977,-3.8220, 0.5485, 0.6449,-0.2543
 2.5280, 0.9747, 4.0591, 4.5195, 3.4313, 2.6236,-2.4793,-3.5526, 3.5566, 3.7289,-4.3202,-1.7999, 2.4750,-3.1815,-3.7236,-4.4002,-0.0618, 1.8010, 1.4333,-3.9422
 4.6987, 4.1457, 0.6450, 3.6120, 2.4149, 4.4179,-1.9452,-4.9142, 3.6999, 3.4462, 0.3075, 1.9216, 0.1674,-4.8546, 3.0003, 1.8776, 2.2066, 3.0237,-1.2257,-4.0820
 4.8378,-3.6930, 1.2980, 4.6607, 1.7924,-4.6173,-1.2761, 3.1791, 0.6457,-3.7721,-1.6391,-1.7669,-0.7659,-2.4945, 2.0650, 4.4455, 2.2297, 1.7462,-2.3612, 4.6476
 2.8925, 2.1517,-1.6814, 2.4866, 3.3537, 1.5023,-0.5394,-1.9025, 0.0209,-3.3046,-4.9593,-2.6351, 0.6635, 1.3331, 1.6106,-4.3241,-1.9821,-0.8561,-0.5043,-2.4487
 3.7886, 4.0770, 1.0999, 1.7698, 0.0848,-4.6913,-1.1678,-0.0391, 4.4986,-4.4580,-2.7334,-4.2566, 1.9620, 2.0417, 1.9361,-0.5406,-3.8007,-0.8221, 4.2486,-3.8758
-4.1693,-3.7182, 0.3261,-4.0914,-4.6651,-0.6270,-4.3911, 4.7962,-2.6238, 0.5258, 3.8846,-0.9302,-3.7845, 4.3681, 2.0305,-0.7160, 4.8963, 1.9162,-2.1935, 3.1401
 0.7373, 2.6416, 1.8583, 4.8014, 3.6182, 4.5633, 1.0619, 2.4220,-4.5535,-3.0332, 4.6559,-3.2598,-0.1474, 2.1084,-2.3348,-2.8072,-3.7456, 1.0238,-3.5957, 4.9233
-1.8885,-4.4168, 0.5904,-4.2086, 1.1842,-0.3900,-4.5796,-3.6332,-1.1880,-4.8000,-0.2235, 3.2922, 1.7428,-1.0149,-1.5448,-4.8845, 3.3157,-4.1082,-3.4629,-0.0597
 2.2897, 4.9078,-3.9012, 1.0000, 4.5394,-1.2183,-3.3309, 4.0901, 4.6239, 0.9723, 0.7482,-1.2690,-2.5517,-0.9798, 3.6043, 2.2165,-4.6660, 3.7191, 2.8349,-4.7091
 1.1528, 1.5606,-4.5475, 1.5409,-4.1410, 1.1250, 2.6030,-3.5792,-0.0443, 3.9170, 3.0856, 3.5879, 2.1154,-0.0312,-1.6684,-2.5071,-3.2472, 4.6361, 0.4477,-2.6881
 1.5932,-1.3651,-4.2492,-3.1383,-2.5858, 2.3829, 2.1322, 2.8832, 2.0974,-0.5003,-1.1915,-2.8588, 2.2814,-1.2499, 2.7568, 4.1130, 2.0515,-2.7000,-0.5601, 4.8602
-2.4852,-0.6138, 3.0252,-1.0616, 3.2181, 0.1068,-1.0214,-3.3792,-1.5186, 0.1891,-4.3820, 3.1820,-3.8014, 2.8184, 1.6013,-1.9136,-2.5574,-4.9946,-3.6783, 0.7107
 0.1842,-1.6335, 0.2668, 0.1943,-0.5710,-4.2292, 4.9243,-0.7928, 3.6870,-3.9822,-1.0140,-2.9189,-3.2812,-4.9754, 2.7812, 3.6692, 1.1436, 0.0211,-3.8339,-3.5617
-0.9365, 2.4143,-2.6572, 4.2237,-2.3548, 2.5167, 3.6132,-4.9173,-3.8074, 1.3189, 1.9589, 0.9665, 0.0207, 0.2208,-1.1000,-2.3171,-3.1572, 2.4801, 0.9652, 3.3010
-4.6858,-3.7056, 0.8195,-4.6178,-3.3372, 0.8196,-0.2098,-4.8229, 1.2695,-2.8989, 3.5438, 4.6534, 1.0295, 0.6199, 3.4885, 0.3940, 3.9593,-4.1479,-2.3187, 0.8981
-1.7955, 1.8455,-4.2946, 4.2078, 2.2899,-3.1806, 3.4083,-2.4644, 1.6692, 2.1480,-4.0893,-3.5373,-3.5153, 3.3254,-2.6055,-0.3581,-1.2597,-3.6652,-2.7974,-4.0978
 1.0259, 3.3063, 3.4153,-3.8176,-4.3097,-0.6012, 1.1828, 3.5630,-0.2974, 0.7888, 2.9531,-4.4956,-1.4433,-0.4498,-2.3885, 4.3782,-2.6560, 2.9372,-1.8186, 1.4680
-0.3469,-4.5605,-0.4074, 3.9430, 4.0970,-4.2258, 3.7300,-3.8963,-4.0469,-4.4570, 3.3451, 3.3146, 4.2712,-2.5016, 3.9778, 4.4832,-4.1567, 1.8109,-3.8690, 0.5482
-3.6454, 1.9370, 0.5539, 1.6509,-4.2985,-0.1130, 3.9666,-3.3341, 0.0280, 4.2370, 2.9357, 3.3315, 4.6707, 2.0947,-2.6685, 2.2904,-3.9760,-2.3704,-2.7188,-1.4051
-3.2680, 2.9122, 3.4751, 1.4743, 0.2663, 4.5175, 1.5977,-0.2428, 3.4307,-0.5761,-1.6995,-2.4513, 0.8889, 1.7093, 0.3134,-0.1370,-2.2970, 0.2103, 0.2930, 4.1032
 0.9705, 4.8623, 3.2109, 2.8295, 2.2660,-1.8464, 3.5234,-3.5826, 1.4036, 4.4043, 0.9941, 3.9797, 1.4520, 0.4290,-3.6455,-0.8983,-2.7609,-1.4959,-4.0529, 3.0203
