 1.6482, 2.4516,-4.7692,-0.1167, 2.7791,-1.0832, 4.8801,-1.4721, 0.5218,-1.3917, 3.5646,-2.8625,-2.6783,-4.9342, 3.3594, 2.3747,-1.1570, 0.4826,-4.9713,-1.4847,-3.1680, 4.9281,-0.1031, 2.9240, 2.5084, 4.8590, 3.0930, 0.1144,-3.4258,-0.8944, 0.2078, 0.6415, 3.4053, 2.2297, 1.8476,-3.1647, 4.5095,-1.6221,-1.7549, 3.1291,-3.7685, 3.7500,-0.2966, 1.0435, 4.2919, 3.6506,-3.9753,-3.3434, 1.7036, 2.4074, 0.9793, 2.3184, 4.9638, 4.3067, 0.5334, 0.1174, 3.4029,-3.7138,-3.8497,-4.5308
 0.9654,-3.5243,-1.9146, 1.7803, 4.7981, 2.8230,-4.6385,-3.6523,-2.6706,-0.6327,-3.9806, 1.7960,-3.5714,-0.6603, 4.0871, 3.4567,-0.1617, 0.4774, 3.4357, 2.5562, 0.0597,-4.6178,-3.5353, 3.3269,-1.3162,-0.6114,-2.8279, 2.6774,-0.6053, 3.2587,-1.8212,-1.0673,-4.9145,-3.5103,-2.0654, 0.9093,-2.4594,-4.4045, 3.2827,-4.9251, 2.5659, 4.9089,-2.4321, 2.1586, 2.2804,-4.6161, 2.1815, 4.6573,-0.4349,-1.2740, 2.0255, 3.1504,-0.1677,-0.6784,-1.1804, 3.3751, 4.9414,-4.6855, 2.9138,-0.0686
 4.6738,-4.2925, 4.3612,-4.2837, 4.3883,-2.1612, 4.5253,-3.3607, 0.1602,-1.3479,-1.8483, 1.3901,-3.4226,-2.4202,-0.4287,-2.1647, 0.3171,-2.4074,-1.5588,-0.5230, 1.0017, 4.2404, 4.8156,-3.1695,-0.0791,-3.8248,-0.4597, 3.5583,-1.1464,-4.9772, 1.5297,-2.3966,-4.0159,-0.1091,-3.6259, 3.3313, 2.7780, 3.2183, 0.9000,-1.7697, 1.8466, 3.9715,-1.1748, 0.1863,-1.3735,-3.5506,-1.0635,-3.4445,-2.3306,-2.1530, 2.1140, 3.0344,-4.8753, 4.9230, 1.0614,-3.6714, 4.1774, 1.9190, 2.4083, 0.5153
 2.1931,-2.5009, 4.4064,-4.1768,-3.5864,-1.8894, 2.0957, 0.3990,-2.8103,-3.1592, 2.0123,-4.1081,-4.9089,-4.8635,-2.8935, 2.4441,-2.9549,-4.8100, 1.4372, 1.3826, 2.5180, 2.1610,-0.8584, 3.4822,-3.4183,-3.3033, 1.1716,-3.4761,-4.8794,-4.8662,-0.1518, 2.9408, 0.6715,-0.0116, 0.3594,-3.5764,-3.3948,-3.7789, 4.4740,-3.2383, 4.0114,-4.9507, 1.5600,-3.2649, 0.0022,-2.1774,-3.7460,-2.2716,-3.1615, 2.5845,-1.5153,-0.9549,-2.3956,-2.9150, 3.3858, 2.2975, 4.3175, 1.0396,-2.9858, 3.5073
-4.9570,-2.3278, 4.6574, 1.1602, 2.3696,-0.6404, 0.2188, 0.1073, 0.8294, 3.6128,-0.8984,-3.8605, 1.3686,-2.4969, 3.3507,-3.0868,-2.1309,-1.4757, 3.7349,-0.6059,-4.4459, 4.9372, 0.3344,-3.3060,-2.7868, 4.4062, 2.2398, 1.8512,-1.7250, 4.1747,-4.8752,-3.2764,-2.4570,-1.6213,-2.9171, 4.8383,-1.4966, 3.4702, 1.3432, 3.0869, 3.9825,-1.6734,-0.9951, 4.1106, 2.0966, 3.0193, 2.4024, 0.3563,-3.3924, 1.3434,-2.7763,-2.5357, 4.3965, 0.4220, 3.6265, 4.7501,-3.7287, 2.7465,-0.3673, 0.0628
-0.9749, 4.6641,-0.9930, 4.9358,-0.7947, 1.1976,-1.0542,-1.9866,-1.3882, 3.9077, 4.7155, 3.8063,-0.2702,-4.2260,-4.7113,-0.5506,-2.5970,-4.3408,-4.9643, 4.9456,-2.3162,-3.3882,-2.2102,-2.0703, 2.8817, 1.6739, 4.2982,-2.5925, 3.9962,-0.4236, 3.0482,-4.6100, 1.7301,-1.8421,-0.3391,-0.9191,-1.5367, 2.6102,-4.3502,-0.3113, 0.9515,-1.9607,-0.7283,-2.2073, 1.0571, 3.3538, 3.6503, 3.3275,-0.2280, 1.2317, 2.6152,-1.0829, 2.1132,-3.4459, 3.8410, 3.4335,-2.9799, 4.4351,-4.0389,-1.8699
 4.9054, 0.4452,-3.5163, 3.1257, 3.8627,-3.9162, 1.7788, 2.9091,-3.2536,-1.0197, 4.2908, 3.8684,-2.8646,-3.8583, 2.1660, 3.0082,-2.9720, 3.2224,-2.8495, 3.5489,-1.9801, 3.0245, 0.1683, 0.4816, 0.9384,-4.5797, 0.1007,-4.6440, 2.3872, 2.2609, 2.5429, 4.7602,-0.7521,-3.1732,-1.3098, 0.1504, 4.9409, 0.5323, 0.0918,-1.9709, 1.2741, 0.7036, 2.8032, 1.3660,-3.4525,-0.0150, 4.2719, 1.2816, 4.4572, 4.2904,-1.8186, 4.6484,-0.5111, 4.4164, 2.0852, 1.4599,-2.2586,-3.8226, 3.1962, 0.2686
 3.2427, 2.1703, 0.7809, 4.9243, 1.7330,-2.1276,-3.3775, 1.5487,-4.5240,-3.4895, 4.6520,-2.6562,-1.3753, 1.1542,-2.9502,-3.0120,-3.4161,-2.5216,-3.1549, 3.8732,-2.8471, 3.1139, 2.5802, 0.4371,-1.3741,-3.2494,-1.1125,-2.3008,-0.3433, 0.3185,-4.7297,-1.4874,-0.7455,-4.8274, 0.8166,-4.6003, 2.7375,-3.7140, 4.4209, 3.7487, 4.9131,-1.1848,-2.7219,-4.0197,-3.9851,-1.6696, 1.8413,-4.8293, 3.0638,-3.3561, 1.9254, 3.0034,-3.4447,-3.6629, 2.8671, 3.9173, 3.9821,-2.1372, 0.9655, 2.6911
 3.6538,-2.7273, 0.9603, 0.1283,-4.8390,-0.0252,-3.1455,-0.0879, 4.3335,-1.5118,-1.6481, 2.4627,-1.3905,-0.9609,-1.5080, 4.0505,-0.1388,-0.1242,-2.1258, 3.1003,-2.5208,-3.9885,-0.1553, 2.1635, 2.9055, 2.6133, 1.3682,-1.2099, 4.6392,-3.6859, 2.4363, 1.8853,-0.9499, 0.6340, 4.4404,-0.6467,-2.6173,-0.7202, 4.2653, 3.9810, 4.6971,-1.5768,-2.9105, 1.6293, 1.3961,-4.8147,-3.1123, 4.2401,-0.2323, 4.0728,-0.9476,-2.4693, 3.8057,-0.0863,-2.2408,-3.7211,-4.5316,-4.7730, 1.5646, 4.6915
-3.0410, 1.0906, 3.9473,-2.6372, 3.5705, 1.0073, 0.3054, 3.9528,-4.6412,-3.0233,-4.0685, 0.3341, 3.5136, 4.4365, 3.8111,-2.4327,-1.8170, 4.4993,-2.4602, 4.3900, 1.8106, 1.5085,-0.2838,-3.8309, 4.4908, 0.4598,-3.6010, 1.3689,-0.2694,-3.7215, 2.8981,-0.3321, 4.4208, 3.3172, 4.7736,-1.8816, 3.4294, 0.5633, 2.9358,-4.2343,-4.7691,-0.5109, 0.9911,-0.8671, 4.2192,-4.6478,-0.2744, 2.4539, 0.1440,-3.0186,-2.3469,-4.8334, 1.7389, 2.5952,-3.2997,-0.2610,-2.7384, 1.5402, 1.0903,-0.7670
 4.9735, 1.7718, 1.0101, 1.9801, 1.7197,-1.9246,-3.6872,-0.0602,-4.3956, 3.4653, 2.4171, 2.9400,-2.1805, 0.0883,-2.4681,-2.9024,-0.5028, 2.1359, 1.5820,-0.1467, 1.7799,-1.5626, 1.5050,-0.4501,-1.8767,-3.8570, 3.1709, 4.8346, 0.9442, 4.8549, 0.7364,-0.0719, 1.1218,-0.0462,-4.8402, 2.4539, 2.0318,-4.1461, 2.5160, 1.6998, 0.7240,-2.0329, 1.6264, 3.4271, 0.1143, 0.5740,-1.9260, 0.8514, 3.7818, 2.2952, 0.3758, 4.1816, 1.4364,-0.9985,-4.6293, 0.1052, 0.7650, 4.6263, 2.8205,-3.5541
 2.5615, 3.7027,-3.2681,-3.7376, 4.9967,-3.3784,-1.4414,-2.4119,-2.0189, 2.3029,-3.3082,-2.9115,-3.7790,-2.7806,-2.6570, 2.4797,-2.2802, 4.1550, 2.8967,-0.4605,-2.6413,-3.4278, 4.5956, 0.9522,-2.4420,-3.5282,-1.4789,-4.0396,-4.9547, 1.5894, 0.6770,-0.4982,-3.8179, 3.2077,-3.6943, 2.7114, 0.1411, 0.5932, 3.7720,-0.9557, 1.4581, 4.3825, 1.1082, 2.5534, 4.7235,-1.9433, 4.5168,-1.4871,-2.8506,-0.3828, 4.4833, 0.3556, 1.6014, 3.2045,-0.5638,-3.6471, 1.4453,-1.5845,-3.0191, 1.2987
-2.1966, 1.5211,-0.7546,-4.2480,-0.5670, 3.1853, 2.7230,-0.5969, 1.9520, 4.4059,-1.5971,-4.9406, 0.1574,-2.3850,-2.2339, 2.3981,-4.0461, 4.1566,-1.0289,-4.6981, 0.4363, 0.3033, 1.8776, 1.0226, 1.4631, 0.8349,-0.4387,-2.5142,-4.3769,-1.0779, 0.4933, 0.4787, 1.2538,-3.2115,-1.6156,-4.1969, 3.3814, 2.1554, 0.0156,-0.3801,-4.1086,-4.5462,-0.9000, 4.2705, 0.7763,-4.5866,-4.6369, 2.2618, 1.5072, 0.0389, 4.5814,-0.5415,-1.5074, 0.0119, 1.3712,-4.9476,-2.1553, 1.8857,-1.8035, 0.3600
-0.4173, 0.2715,-3.3522,-0.1968, 1.1880,-2.5333, 4.5418, 1.3644, 4.7549,-2.7613,-1.9064, 3.0585, 3.1224, 3.9231, 4.4347, 0.4567,-0.8175,-3.0357,-2.5978, 3.3230, 4.4621,-1.7534, 1.1377, 4.1962, 0.5748,-4.8772, 3.7988, 3.9692,-0.1227,-4.3521, 1.0076, 3.8481, 0.1138, 0.1982,-1.8765, 4.1349,-3.1286,-3.5027,-3.8567,-1.8043, 4.7532, 4.7020,-0.7951, 4.7432, 0.4271,-3.0495,-4.2626,-2.3792,-4.0984, 4.2561, 0.4394, 1.5553,-3.4514,-1.1424, 3.1837, 2.8754, 3.9976, 1.2109, 4.8906, 2.6924
 0.9647,-2.6093, 1.1376,-4.1459, 2.6620,-0.4121, 3.5792, 1.4505,-1.8170,-4.0311, 1.3473, 2.0643, 4.8507, 0.8013,-4.9556, 1.6135,-0.3808, 3.9109,-4.1203,-3.2304,-3.2188,-2.7544,-2.4012, 4.5720,-0.3188,-3.5960, 3.3039,-2.7049,-3.9921,-3.6776, 1.3555, 4.9008, 1.6782,-0.2487,-4.0444,-0.8650, 1.6037, 0.0847,-4.5868, 3.7151, 1.7549,-0.6359, 0.3643,-0.8874, 2.8671, 4.6794, 3.2555, 2.5510, 4.7198,-3.2419, 4.9406, 2.1414,-2.0373,-2.4544,-4.6227,-0.7975, 4.6056,-1.2246, 3.0803,-4.3663
-2.3759, 0.7658,-2.5754,-0.8771, 3.0260,-4.2950,-4.8583, 1.6938,-2.3482, 1.9468, 4.3612,-2.7707,-0.7212,-2.3769, 4.5097, 4.7513,-0.0258,-4.8682, 3.6228,-3.5005,-4.9192,-0.9019, 0.7787,-3.3607,-1.0868, 4.4206, 2.8370, 1.3936, 3.9785, 2.2857, 0.7322,-2.5634, 4.4640,-3.7578, 4.9068,-4.7476,-3.1929, 0.1913, 3.5948,-2.3642,-3.8588, 0.2673, 2.4577,-1.5855, 3.1105,-3.8404,-1.2874, 0.4378, 0.0800,-0.0792,-2.1520, 3.7439,-1.5879,-3.5954,-1.2918,-3.5198, 1.1210,-2.5206, 2.0883,-4.9559
 0.1074,-0.4926,-3.4106,-4.7775, 3.7313, 3.0243, 4.0744,-0.6284, 1.1359,-3.4866, 0.0619,-3.6815,-2.2241,-2.6147, 1.9018,-3.3535, 1.1004,-3.0159,-0.9068, 4.8756,-4.2039,-2.8503, 2.0705,-2.4359,-3.9657, 3.4642, 1.0926,-1.4078, 2.2751,-3.0779,-0.8275,-2.8935,-1.7446, 0.1967, 2.4313,-3.6701, 2.1382,-3.9012,-4.6453, 0.6860, 3.7059,-3.5634,-0.5177, 4.4209, 1.7035, 3.9390, 1.9790, 4.2638, 1.4979, 4.2822,-0.7288,-4.7586, 1.8343,-0.3543, 4.5633, 3.6825, 2.5117, 0.0789,-4.0623,-1.1262
 3.9477, 1.5307,-4.4748, 2.1370,-4.2460, 2.7608, 2.4301, 4.7899,-0.2149, 4.4804, 3.5770, 3.2643,-2.6316, 4.0981,-4.9002, 0.9971, 2.0176, 4.8045,-3.2418,-2.4258, 4.5253, 0.0896,-1.1132,-0.4557, 2.0807,-0.4517, 3.4380, 0.4667, 4.6252, 3.0493, 1.5349,-3.5993,-2.0744,-1.9853,-4.3402,-0.4055, 4.5381, 0.9492,-4.4634, 3.3781, 1.3614,-1.5270, 0.0578, 1.7562, 4.0272, 2.9226, 2.4003,-3.7759,-4.0376, 2.3554, 0.6717,-1.6076, 3.1537,-2.4182,-3.6472,-1.3402, 1.7595, 2.8117,-1.6031, 2.6979
