 3.4873,-0.0441, 0.2444, 0.1707, 0.5774, 0.8624, 0.0591,-0.2225, 0.2162, 0.0335
-0.0441, 4.1042,-0.2823,-0.1454,-0.5686, 0.0887, 0.6073,-0.3819,-0.0706, 0.3126
 0.2444,-0.2823, 2.9921, 0.6024, 0.0541,-0.2962,-0.7653,-0.3795, 0.2818,-1.1608
 0.1707,-0.1454, 0.6024, 3.0196,-0.4669,-1.2328, 0.4986, 0.0692,-0.5255, 0.3135
 0.5774,-0.5686, 0.0541,-0.4669, 2.8434, 0.0160,-0.8346, 0.9021,-0.6264, 0.0095
 0.8624, 0.0887,-0.2962,-1.2328, 0.0160, 3.0678,-0.2349, 0.0040,-0.0287,-0.5422
 0.0591, 0.6073,-0.7653, 0.4986,-0.8346,-0.2349, 2.6530, 0.3434, 0.5354,-0.1678
-0.2225,-0.3819,-0.3795, 0.0692, 0.9021, 0.0040, 0.3434, 3.0695,-0.3705,-0.3308
 0.2162,-0.0706, 0.2818,-0.5255,-0.6264,-0.0287, 0.5354,-0.3705, 3.8164,-0.4253
 0.0335, 0.3126,-1.1608, 0.3135, 0.0095,-0.5422,-0.1678,-0.3308,-0.4253, 3.3488
