 0.4316, 1.9059,-3.5018, 4.6897,-0.8332,-2.2975, 3.8675, 2.0586, 0.8018, 0.4964,-4.4826,-0.7500, 1.7208,-2.7967, 4.5427, 4.4847,-0.2769,-2.5713, 3.3696, 0.1971, 4.4963,-3.5717, 3.4902, 2.2275, 2.7400, 2.6251, 1.3718, 3.0816,-0.0217, 4.6240,-1.1766, 4.8312, 0.1401, 2.3305,-4.7258,-4.5458,-4.7320, 3.1118, 0.0961,-1.8718, 1.0107, 4.5077, 4.9197,-0.8309,-0.3613, 4.7475, 0.4630, 4.2184, 2.9870, 1.2427,-1.2356, 2.5132,-3.2761, 3.6782, 2.5398,-1.1354,-4.5791, 0.3815,-0.3045,-3.2859,-0.3196, 0.6919, 0.0047, 2.9673,-3.0958, 0.7194,-2.1883,-0.3501,-2.4998,-2.4561
 4.5122,-3.3449,-4.6725, 4.2496,-4.4843,-4.7108, 2.7409,-3.4489,-3.1139, 2.7176, 2.8416,-4.3141, 4.9489,-3.5941, 2.7317, 0.0613,-2.3363,-4.6865,-0.8795,-3.7567, 4.1291, 0.8632, 3.0190,-0.6361,-4.6792,-3.2151,-4.3675, 0.5034, 1.7721, 2.6094,-3.6856, 4.2315,-3.5489, 0.0992,-0.1874,-2.0607,-4.2808,-0.1902, 2.2943,-2.2843,-3.4071, 2.8881,-1.7696,-3.5280, 1.0227,-2.4571,-4.4403, 3.2046, 4.4315,-1.7469,-4.1428,-1.4639, 4.6142,-2.0461, 0.1050,-2.3156, 0.7506,-1.4963, 4.8026, 2.5304, 3.5118, 0.4532,-2.7831, 4.1488,-2.9037,-2.1125,-1.9080, 1.2805,-0.7233,-4.6699
 3.4427,-4.2666, 3.3080,-0.9829,-0.3547, 3.2733,-0.9629, 2.6537,-2.7089,-2.6863,-1.9262,-0.6414,-1.4496,-4.1030,-2.9750,-3.5957,-1.2848, 1.4376,-1.5623, 0.0275,-2.9600,-4.7338,-2.1587,-3.1079, 0.5066,-2.1223, 0.2289, 2.3061,-0.0011,-3.6970,-4.1647,-0.5661,-3.1627, 4.0815, 3.5121,-1.6650,-4.6065, 3.2313, 0.2346, 4.9628, 1.1668,-1.9437, 1.0338,-3.7320,-0.2938,-0.2383,-3.9322, 2.0047,-1.1985,-1.9595,-4.4342, 4.7719,-2.5265, 0.3019,-1.6626, 2.6259,-1.0953,-4.8904, 3.2539,-3.4913, 4.1947,-0.6227,-2.0541, 1.1817,-4.8611,-2.2218, 3.9851,-4.8833,-0.9229,-1.8219
 3.5474,-2.8150,-0.6394, 1.8181, 2.6739,-1.6301, 1.6308, 0.1847, 4.6705, 0.2294,-3.6373,-4.5412,-4.3822, 4.7011, 3.0897, 0.2030,-2.7862,-2.7187,-1.0859, 1.1158, 3.8022,-0.7082, 3.4154, 3.1236,-4.2914,-1.8121, 4.6592,-0.5555, 3.9997, 4.5135,-4.3638,-3.3479,-0.3447, 3.5106,-3.1145, 0.8177,-2.4683,-2.3163,-0.9907, 4.3809,-4.0822,-1.1623, 0.3361,-3.1239, 0.3065,-3.2525, 0.2302,-4.5283, 3.0441,-2.8951, 4.2577, 0.3853,-0.8708,-2.6024, 0.6318,-3.9227, 0.8959,-3.2925, 2.6455, 1.5866,-4.6618,-1.1277, 1.8535,-0.3739,-1.5188,-2.9844,-3.2344,-1.0934, 4.4564,-0.5655
-3.1949, 3.6307,-0.1334, 0.8717, 2.5168, 4.5403,-1.2995, 2.8108,-1.5249,-3.0711,-2.6989,-1.1848, 3.8798,-0.2739,-0.0015,-3.1504,-2.7559,-1.2674,-1.1468,-4.5015, 1.1933, 1.4720,-0.2102, 1.8291,-2.4546,-2.9218, 4.4172,-3.8888, 4.4039,-3.4690,-2.3282,-2.8511, 0.9759, 4.3903,-2.5779,-4.8866, 2.9474, 1.9919,-2.1400, 0.7494,-4.6954,-1.1520, 0.2483,-1.5557, 1.0745, 4.3758, 2.7737,-2.1481, 3.1871,-0.7371, 4.8728, 0.9882, 4.3638, 1.8014,-4.2216,-0.1383, 1.5036,-4.0986, 1.8568,-0.1582, 4.4085, 3.9514,-0.3819, 4.4298,-4.4356,-1.5611,-2.6550, 1.9673,-1.8015,-4.0770
 2.7673,-4.3248, 0.5939, 2.2307, 4.7173,-4.2507,-1.0726, 2.4443, 4.7190, 4.4755,-1.4475, 0.0889,-4.3605, 4.8537,-3.2990, 3.2813, 0.0089,-0.5507, 4.2157,-2.3639, 2.0172, 0.7316,-0.4318,-1.8232, 0.0475,-3.5956,-4.9464,-1.2314,-2.2041, 2.1689,-4.7727, 0.5500,-2.9010, 4.9943,-4.9409,-4.2305, 4.2712, 3.1458,-4.7842,-1.3431,-2.8005, 2.7147,-4.7489, 3.8347, 4.4197, 0.5409, 2.5629,-4.8042, 1.4254,-1.7034,-2.1664, 3.4950,-4.9977,-1.0478,-3.7881,-3.6417, 1.0721,-2.5423,-4.9617, 3.0398, 4.1941,-2.6508,-3.4669, 0.8694,-4.3212, 2.6431, 1.7249, 4.0618,-4.0828, 2.1765
 3.0231,-4.9549, 2.2824,-1.1195,-0.1202,-4.3570, 2.3065,-0.2661, 3.2183, 0.9249, 0.7535,-1.2946, 1.6720, 4.3972,-2.7403, 2.7585, 3.0582, 3.1406,-2.1551, 2.5243,-0.2869,-0.7981,-1.9800,-3.4860,-0.8548,-2.2737, 1.4478, 0.9395, 4.9471,-3.6243,-0.9561,-1.3535, 2.1203,-3.6776,-1.5489, 3.7686, 4.4681, 2.5719,-3.5433, 2.1613,-3.5901,-1.1024, 0.2964,-1.5902, 0.4977, 0.9641, 0.3013,-0.1779, 2.3117, 0.6866, 1.8710,-4.4359,-1.8700,-4.3941,-3.5985,-3.9492, 0.7115, 0.0124,-4.5874, 2.0146, 0.5244, 3.2307,-2.7743, 2.0316,-1.5167, 1.4523,-2.1609,-1.0185, 1.3148, 1.3342
-3.4306,-0.0672, 3.3095,-0.2510, 0.4954,-2.2945,-4.6576,-0.8112,-3.2185, 3.8165, 1.8032,-0.0656,-0.6522, 2.5516,-3.8203, 4.5292, 0.3058,-3.1511, 0.4609, 4.0247,-1.9604, 0.9421,-0.3720,-4.7514,-0.0901, 0.4902,-3.6577, 1.6073, 1.3224,-3.0233,-0.8103, 4.2369,-3.9061, 0.1991,-2.2899,-0.9903,-4.2120, 1.7243,-1.0771,-1.9718,-0.4941, 3.0964,-2.9341,-0.6331,-4.2073,-4.3685,-3.4255, 2.3157,-2.7840,-4.1145,-0.2641,-4.5607, 2.0526,-3.1938,-0.6196,-0.9511, 0.4840, 4.6914,-3.3000,-4.5687,-3.1160,-3.4252, 4.3066, 3.4377, 0.7421, 3.1670,-1.3015,-0.3407,-2.7715,-1.5207
-4.6914,-4.6814,-0.0733,-1.1870,-3.1665, 4.5308, 4.6122,-1.8223, 1.5982, 2.5705, 1.8201, 4.0413, 3.7854,-0.0120, 2.0284, 1.6535, 0.9659, 2.1557, 3.6166,-4.7334, 4.5829, 1.2990,-4.9762, 0.3730,-4.7243,-0.3835,-1.4889, 0.7359,-3.6893, 0.3425,-0.2433,-3.3268, 4.5990, 0.8992,-3.3642, 2.0931,-2.5232, 0.1884,-2.9051,-3.4110, 4.1949,-1.6552,-1.9726,-4.9208,-2.4542, 2.9469,-4.2464,-2.9209,-0.6428,-0.8740,-0.8509, 0.7177,-0.5054, 3.6646,-3.8140, 3.4058,-3.7129, 4.1661,-0.4019,-0.6876,-4.6040, 3.5173, 4.9797, 0.0958, 0.7402, 1.6437, 0.7365, 0.4580, 1.4323, 2.6739
-0.2524, 4.2989,-4.4749,-4.0009, 1.3433,-3.2001, 1.9169,-4.0465, 2.5069,-4.2559, 4.2449, 2.7010, 0.9842, 2.6270,-2.5255,-2.6999, 1.4075,-3.1440, 2.9826, 1.9975,-3.4573, 0.1858, 1.8757, 3.9361,-3.0563, 0.1821, 0.0436, 1.2198,-4.2031,-0.8202,-0.7019, 0.1440,-2.4869,-4.9906, 3.2697,-4.6623,-2.1689,-4.1398, 2.1330, 3.4529, 4.6481, 4.6691,-3.3618, 4.9983,-2.6441, 4.9601,-0.3010,-2.2557,-2.4028,-3.9464, 2.7870, 1.6699, 2.6284,-2.0634,-4.1329, 0.9466, 0.5763, 4.3163, 1.9986,-3.6009,-3.3425,-1.1939,-0.9205,-4.8475,-1.0032, 1.5984, 1.0771,-2.5432, 1.7212, 2.4055
-2.1361, 2.8581, 3.0832, 4.8842, 0.6010, 2.8314,-0.8068, 3.9106, 3.5668,-4.7792,-4.8712,-0.3077, 0.2122, 4.7005, 0.2120, 2.8856, 0.9927, 1.7885,-3.3176, 3.5109,-3.9761, 2.4705,-4.1249, 1.7626, 2.7668, 2.9505, 1.3752,-4.6490, 0.0980,-0.7860,-0.5741, 4.5549,-1.0308,-1.0937,-3.6073, 3.2273, 0.5425,-3.5625,-2.8658,-2.1471,-2.8568,-4.3419,-4.1231,-3.8612, 4.1902,-0.0263, 0.5181, 3.0395, 1.3632,-4.8442,-1.0707, 3.6866,-2.9636,-4.4011, 4.1906, 3.6630, 1.0674,-2.4594,-3.3099,-3.1902, 4.3391, 2.6561, 3.1943, 1.8036,-1.3553,-1.4658, 3.3393,-4.9955,-4.9461,-0.6165
 3.6648,-0.1254, 3.2009,-3.5712,-0.2039,-0.1203, 1.0125, 1.1453,-3.4838, 3.0361, 1.9400,-2.1532,-4.0165, 1.4134,-1.0200,-1.3711,-4.9815, 4.8332,-0.7409,-3.0759, 4.8565,-4.1662,-0.7580, 1.8826,-1.1601,-4.1828, 4.2003, 4.3948,-1.2930,-2.9623, 1.2507, 2.6928,-2.2804, 2.6906,-3.8087,-0.7815,-2.3666,-4.6249, 0.7512,-3.2567,-4.0577, 2.8072, 2.3623, 3.8566, 3.7904,-0.1599, 4.9425, 1.5623, 2.4838,-3.2765,-2.3126,-1.0764,-3.9865,-4.7345,-2.8599,-3.6169, 0.2777,-1.5785,-1.3481,-4.6359,-4.5433, 1.8703, 3.9024, 2.5393, 2.3037, 3.4418,-0.2953, 3.2910, 1.4348, 3.7767
-1.4114,-0.6619,-0.0417,-1.9798, 3.8126, 0.1832,-3.7807,-2.0589, 3.3053,-0.6156,-1.2893,-1.0279,-3.7948, 1.9240,-3.0333,-4.0493,-4.6130, 3.4929, 3.1438, 1.3079, 0.7989,-2.1278, 1.7298,-2.3114, 0.3604,-2.0295,-1.3597, 2.4020, 2.6828,-2.3472, 3.9812, 4.9777, 1.6306,-0.2206, 4.0340,-3.5482,-3.7368, 4.2388, 1.2378,-3.8286,-4.1548, 4.5719, 3.6331,-2.5981, 3.5529, 0.0632, 4.5368,-1.9510,-1.4415, 2.3702, 3.8381, 4.4523, 4.6798, 0.5259, 0.4162, 3.9518,-3.9996, 1.0860, 4.8535, 1.7598,-0.2322, 1.9239,-0.4301,-1.2663,-0.3401,-1.4761, 2.4258, 2.0881, 4.2278,-2.8508
 2.0891,-3.8362,-1.5625,-4.2133, 2.3393,-3.9051,-2.3567, 0.1226,-4.5352,-2.5843,-4.2065, 4.7362, 0.8619, 3.2082, 2.6916,-3.7740, 0.4851,-4.8431,-3.0217,-1.0251, 0.1508,-1.2707,-4.0724,-1.1069,-4.6444, 2.4228,-3.5417, 4.1808, 3.9120,-0.2357, 2.3634, 2.6717,-4.2722,-2.7231,-3.9410, 0.6414,-0.2096, 1.2378, 1.6186,-2.7640,-0.5994, 3.6144, 4.9945,-3.0361,-3.3266, 0.7802,-1.1311,-0.4435, 0.5314,-4.9493,-1.9397,-1.5038,-0.0790,-0.8124, 1.8782,-3.9485, 2.1307,-0.7403,-3.4426, 1.0825, 0.5014, 1.6274, 4.8708,-1.4096,-1.9334, 0.3709,-0.4579, 0.8610,-4.5701, 3.2111
