 0.4247, 0.8427, 4.2135, 4.7441, 0.0561, 2.5372, 4.6883,-1.1528, 3.3300, 2.2111, 2.2458,-1.2504,-1.7437,-1.7661, 0.4230,-1.1454,-4.9123,-1.7219, 1.2578,-2.5974, 1.6070, 4.7337, 3.3492,-1.7628, 2.7942, 4.9333, 2.3649,-1.6810, 4.7262, 2.1725, 4.1379,-1.6267,-1.5038, 4.9657,-3.9383, 1.2229,-3.3796, 0.0268,-1.5792, 2.9315, 1.0592,-4.6988, 0.3836,-0.1588, 3.9457, 3.4894,-1.6394, 1.9601,-3.5883,-0.0638, 0.7680, 1.9536, 2.9325, 3.0366,-1.0051,-3.9943, 0.8679,-4.7461,-1.2921, 1.5177, 0.9555,-3.7319,-0.1913, 2.9005,-3.4833, 3.7761,-4.3458,-0.9525, 0.6243,-3.2013,-4.3835,-3.5144, 2.1936, 2.2303,-1.5760,-4.4413,-1.9561, 1.9828, 0.2318, 4.4498, 2.6508, 4.0999, 2.2419,-0.1299, 0.6207, 1.2286,-1.3500, 1.2431,-4.4373,-0.1463,-0.3602,-3.5264,-1.5296, 1.5108,-0.8656,-2.0766,-4.2535,-0.8823,-1.0497, 4.1504
 0.4691,-4.2999, 0.7995,-4.7421,-1.3122,-2.4374, 3.7253,-0.6592, 1.3407, 3.3666,-0.2636,-2.9787, 3.3683, 2.9484, 2.3326, 4.9676,-1.9509, 1.1702, 3.0925,-3.0611, 0.4612, 3.5951, 0.9210, 1.0638, 3.5415, 3.7971, 3.7955,-1.4418, 2.6335,-0.1931,-3.0368,-1.9099, 0.8429,-2.3385, 3.8760, 3.8695,-1.7975, 2.0204,-4.0838, 3.8437, 1.7100,-2.9728,-2.8446, 0.5763,-0.8449,-0.4628, 0.6174, 1.0951,-4.3094, 2.8520, 1.3731,-4.3384,-4.1961, 2.8489, 4.3851, 2.3175,-0.6632, 3.0455, 1.0979,-1.9036,-4.1978, 2.2799,-4.5985,-2.0181,-3.8781, 0.6313,-1.5625,-0.1535,-3.0417,-3.9132,-2.8855, 0.7801,-4.6047, 4.6992,-1.0440,-3.1533,-0.2295,-3.4647,-4.9840, 4.7416,-2.0742,-4.8922,-1.7146,-3.9951, 2.9415,-3.4178, 1.2206,-4.7303, 3.8886, 4.2443,-3.6823,-3.1673, 1.0669,-0.5910,-3.7324,-1.5183, 3.6602,-1.8032, 2.9397, 2.6162
-2.5889,-3.8752, 1.8644,-4.9194,-1.5400,-3.3039,-3.8975,-2.9246,-2.1134, 3.0410, 3.7568,-0.1513,-2.5380, 0.7664,-3.3556,-1.4395,-4.0721, 1.1288,-2.1362, 0.0185,-3.6428,-0.4926,-2.7298,-3.7415,-2.6825, 0.5655, 3.0712, 4.8428,-0.3325,-1.8725,-3.1492, 2.1978, 4.4596,-1.8580, 2.7360,-4.6379, 2.9159, 4.6226, 0.9640,-1.2365, 1.4932,-4.8886, 3.4704,-1.2037, 1.3928,-2.7856, 3.7210, 0.1070,-2.1170,-4.7849, 1.3428, 2.6578, 1.8561, 0.7605, 0.8228, 0.6023,-1.5424,-2.1755,-3.8423,-3.2356, 1.1665,-2.6532, 0.0928, 4.6604, 0.0998, 2.2481,-1.4068, 2.1024,-3.1273,-3.4043, 3.9331, 4.9877, 3.1354,-3.3695,-3.0333, 4.3152, 0.2356,-0.7649,-3.9552, 1.5984,-0.7943, 4.5324, 1.7117,-0.2546,-1.8929, 0.3712, 0.3414,-1.7320, 4.0681,-2.7060, 2.9599,-2.3872, 2.7126,-3.8518,-4.9348,-0.5481,-1.4259, 2.3350, 2.1632,-1.8343
-2.3318,-0.0518, 0.1948,-4.8522, 1.4442,-1.6076, 4.6375, 2.9237, 1.7637, 4.8243, 0.6270,-0.2026,-0.0383,-4.7641, 1.0485, 4.5491, 2.9201, 3.9737,-4.9390,-2.7160, 0.7749, 2.0157, 3.9461, 1.3192,-0.5791,-1.6097,-1.6725, 2.4123,-2.1668, 3.9063,-4.9300,-1.8078,-2.0688,-4.8897,-3.1157, 0.2630, 4.8803, 3.1706, 2.1648, 3.7897, 3.8097, 3.7314,-3.7858,-2.1176,-1.1717, 2.3154,-3.5541, 1.3033, 1.5432,-1.3078, 3.9517,-0.2960,-0.5058,-0.4655,-2.7747,-3.7510, 0.3811,-2.9691, 3.3830, 2.3979, 2.3149, 1.1024, 2.9842,-0.4959, 4.8695,-2.0629,-3.5263,-0.2773,-2.8707, 1.8871,-4.1552,-4.0539, 2.2550, 2.5915,-4.9837, 2.4605,-1.0188,-2.8534, 1.4355,-4.4399, 4.4715,-0.2771, 4.6604,-2.0020, 4.4702,-1.9611, 2.3204, 2.0589, 1.4640, 1.9849,-3.7067,-3.5627,-3.0955, 4.1948,-4.9021,-1.1772,-1.6652,-2.3172, 4.0919, 0.2536
-3.4601, 1.1043, 3.4138, 3.8198,-4.8336,-1.3878, 3.6542, 2.6658, 0.9103, 0.2011,-0.5638, 0.0701,-1.0201,-4.9555,-3.6644,-4.6788, 4.4135,-1.2238, 4.6075,-3.3223,-1.5529,-2.4650, 0.5618,-3.2902,-2.9269,-2.0657,-0.4488,-4.1796, 0.1152, 1.6239, 4.8923,-4.9147, 0.6245,-4.8519,-2.8558,-1.2614, 3.9692,-3.0339,-2.9495,-1.8857, 3.4717,-3.1363, 4.9138, 0.8365, 0.6530,-0.8158, 2.0964, 0.3054, 2.5912, 3.6836,-3.0588,-0.4590, 1.6670,-4.7120, 2.1159, 3.2687, 2.0890,-4.7888, 1.3425, 4.7995,-3.4065,-3.5538, 1.8223,-0.2155,-0.4441, 2.0196,-2.6634, 2.8898, 1.5930, 2.0330,-4.6431,-1.4533, 3.4894,-3.4571, 1.1368,-0.3904, 3.4293, 3.4038,-1.8353,-4.7277,-2.3227,-1.4363, 2.6580,-0.5937,-4.6381,-0.9475, 1.6492, 4.2365, 4.5839, 1.0616, 0.5314, 2.6738,-2.7910, 0.3555,-3.2042, 1.7007,-0.8263, 2.5604,-3.3309, 4.4586
 2.7562, 4.0682,-1.0494, 2.4014, 1.0214, 3.2342,-2.7081, 3.3407,-3.4812, 3.0713,-1.3012,-4.2941,-1.2816,-0.3262, 4.6320,-2.3904, 2.0187,-2.5879,-4.7280,-1.7923,-0.2340,-1.7666,-0.4445,-2.3430,-2.7385,-0.0318,-3.1913,-3.5072,-2.3284, 0.7609, 3.5986, 4.6343,-2.2303, 1.2970,-4.7978,-4.4008, 0.0449, 1.2115, 4.4834, 0.5142,-3.0628,-1.6134,-4.0253, 2.5953, 4.7620, 1.9519,-3.1512,-4.1949, 1.7266,-4.8324,-4.4025,-4.1717,-4.7421, 0.5907,-0.5949,-0.3503,-2.8753, 1.0002, 0.9060, 4.7298, 1.7635,-1.6481, 4.0754, 0.6881, 1.3741,-3.8085,-4.9264, 0.8505, 1.6796,-0.1800, 2.8285, 0.9117, 4.5507,-2.7848, 4.5302,-4.4330,-1.5942,-3.8868, 0.3030,-2.3592, 3.8166, 4.2356,-1.2847, 4.3374, 1.1446,-2.8314, 0.0381, 1.2148, 2.0331,-2.1485,-2.8561, 4.2952, 1.6499, 1.4467,-2.2462, 4.7447,-0.3047, 2.1226, 2.9732,-1.7984
 0.5180, 4.0892,-1.8225,-4.6525,-4.3487, 4.2712, 3.8589,-2.7057,-4.3694,-3.4364, 2.7962,-3.1508,-1.6404, 2.4371,-1.3705,-3.8560,-4.3563,-3.9041, 4.5228,-3.2395,-3.3159,-2.4824,-0.2596,-3.4968, 0.6420,-3.2925,-1.4085,-0.9752, 0.5095,-0.5042,-3.9402,-3.8791,-0.4218, 0.5948,-1.0845,-1.7945,-4.0863, 0.4547, 4.6880,-4.1491,-3.0448, 1.0629,-3.6336,-0.1434, 2.3934, 2.9454,-2.7072,-3.2719, 3.8464, 3.8005,-3.4441, 4.4305,-1.1233,-1.2778,-4.9791, 0.1494,-3.5172, 4.3486,-3.3470, 0.6167,-1.1081, 1.9635,-3.0210,-4.3936,-0.3618, 3.2349,-4.6129,-0.0098, 1.0585, 3.0622, 4.2058,-4.9742, 2.6346,-0.1634, 3.0940,-0.8964, 1.0760,-2.9783, 1.2021,-4.0927, 1.3749,-4.6099,-3.9549, 3.2603,-2.8234,-4.4096,-3.9230,-4.8716,-1.1238, 3.8961,-0.3920,-1.7514,-4.5774,-1.7968, 2.0354, 4.6108,-4.0837, 2.4366, 0.6057, 2.1916
-2.2691,-0.8950,-2.1887,-3.1744, 0.0567, 3.8617,-3.4401,-4.7144,-3.5202, 1.1512, 2.7165, 0.7985, 1.5809, 3.8599, 1.6363, 4.8644,-3.9121, 4.4273, 0.9385,-0.2085,-2.3114,-2.1219,-3.1609,-0.3752, 4.2815,-3.2081,-0.6044, 0.3934,-0.9673,-3.7500, 2.1753, 1.8290,-0.8304,-3.6998,-2.7728, 2.4106, 1.5603, 4.1277, 2.4018, 4.0767, 3.1553, 3.7455,-3.8417, 1.9984,-1.1732,-2.5635,-3.8599, 0.4449, 1.7691, 0.2611,-3.5140,-3.1202,-4.8972,-4.1927,-4.5060,-0.1189, 4.3563,-2.7632,-1.2271, 0.8807, 0.1489, 4.6496,-4.2383, 1.6132, 1.2518,-3.4221,-2.5431, 4.1934, 0.8265, 3.0353,-2.7928, 0.3228,-4.7970, 3.3495,-2.6835,-2.3956, 3.1269, 2.0089, 2.0608,-2.2895,-1.3774,-0.3548, 3.1031, 3.3954, 3.7639, 4.2676,-1.8815, 2.2773, 1.4649, 4.6551, 0.5367,-4.9478,-1.3657,-4.6874, 4.2757, 4.3947, 4.1302,-4.3770, 3.1744,-3.5833
-2.3215,-1.1731,-3.5740, 0.8347, 2.5742, 2.1254, 4.9818, 3.3005, 4.7586, 0.1090, 3.3571,-2.7607,-1.5573, 4.9500, 3.2066,-2.2982, 2.7817,-4.2973,-3.7282, 1.6444,-2.3042, 0.7796, 2.0363, 0.5335,-4.0273, 3.3976,-0.8731, 2.6295, 4.3805, 3.5171,-0.1176, 4.0718,-1.1371,-4.5101, 2.5633, 1.5328,-3.3337,-1.8679, 4.8963, 1.9785, 2.1333, 2.5281,-3.6840,-1.5705,-2.6681,-2.0449,-0.8039,-3.6579,-4.2101,-2.1683,-0.1633,-0.1255,-0.8855,-1.1787, 3.9013, 1.5845, 3.4821, 3.9892,-4.5607,-3.6182,-0.8819,-4.1525, 1.0993, 4.0375, 3.8066,-0.4542, 2.1227, 0.3922,-4.6177,-4.1265, 2.5350, 3.9447, 2.5967,-4.0726,-0.2853,-1.8591, 0.1328, 4.6024,-0.0356,-0.0618, 0.7013,-3.8873,-0.7201, 2.4828,-3.8329, 3.3569, 0.1049, 1.3932, 1.9370,-2.2060,-2.9822, 3.4566,-2.1143, 1.2618, 4.5691,-0.9905, 3.6852,-4.1108, 3.4632, 3.4692
 3.0333, 2.2356, 2.6341,-0.3752,-0.0914,-3.2525,-3.5234, 4.9324,-2.0373, 0.9473, 0.2185, 4.3439,-3.7021, 4.7945, 3.8833,-4.5836,-0.8003,-3.8670, 1.3957,-0.8802,-1.7502, 3.5869,-3.0800, 2.6401, 0.2838,-4.8941,-0.9846, 4.6657,-0.5789,-3.0450,-4.4296, 1.1020, 0.1928,-3.4000, 3.2616,-3.0573, 0.3355,-1.8009, 1.1062,-2.5756,-2.6631, 1.8262, 4.1990,-0.5168,-2.8603,-0.2166, 1.7087, 2.0072,-3.2458,-0.4627,-0.2767, 3.3939, 2.0339, 2.4211, 0.1728,-4.7620,-1.9586, 2.8747, 4.5527, 4.5736,-4.8811,-2.7745,-2.5824,-4.0529,-2.3119, 2.3044,-4.8968, 2.9301, 2.3529, 1.9240,-1.1733, 3.4328,-1.1392, 3.5723, 0.4084, 1.5206, 4.3382,-3.5080,-0.3732, 0.3935,-2.6442, 0.7009,-2.4527, 2.9186,-2.9550, 3.1717,-2.0634, 3.8281, 4.4011, 3.7989, 4.1146,-2.7226,-2.6386,-2.3550, 4.7976, 0.8982,-0.9801, 1.4550,-2.1783,-0.4232
