-1.9213, 3.2787, 1.9813, 1.9155, 0.5933,-0.3501, 0.0631, 3.3358, 2.6033, 0.3417, 0.5780,-4.7521,-0.5229,-1.5783, 2.1048,-1.7444,-3.5299,-4.4830, 2.4242, 4.5180, 2.5651, 0.8847,-3.3819,-4.2063,-4.7408,-0.1435,-4.5759, 4.5646,-3.3039,-2.7709,-2.2373,-2.8449,-0.1302, 3.0554,-0.3192, 4.0595,-0.0465, 2.9161,-1.4684,-4.3935,-4.8540, 2.8470,-1.0812,-3.8106,-1.7323,-1.2300, 0.6368,-0.4605, 0.2094, 4.6687,-3.5545, 2.1454, 2.0108, 4.9422, 0.7736,-2.6616, 2.3636, 2.3350,-0.2790,-0.4075,-1.9583, 4.4781, 2.5234,-0.8214, 2.3174,-2.5399, 2.8094, 3.1691, 3.5424, 2.3339, 4.7002, 2.1379,-4.4743,-4.2984,-3.7266,-2.5056, 2.7520,-4.3616,-3.4065,-3.6675, 4.0640, 1.0186, 3.8635,-1.8988, 4.7538,-3.5099,-1.5173, 1.1701,-3.7552,-3.1545
 2.9692,-0.9588, 2.9800,-1.8052, 0.8838, 0.2402, 4.8529, 3.2733, 2.3971,-2.9814, 2.7989, 3.9343,-1.6275,-2.6453,-0.5347,-4.2929, 1.0360,-3.0154,-0.1885,-3.3099, 4.5471, 0.9060, 3.1880,-2.2393,-2.6683,-4.7117, 0.7631, 3.8117, 1.7896, 3.5690, 4.6258,-4.9984,-2.4604,-2.4142,-4.7993, 0.2231, 2.5630,-4.5035, 1.8620, 1.1414,-3.5048, 0.4482, 1.8508, 4.9509,-3.4298,-0.8171, 4.5358,-4.2717, 0.5348,-0.0878, 4.3526, 0.6280,-1.6228,-4.6026, 1.7074, 3.3884,-1.4203,-1.8736,-2.3470,-3.2467,-1.2138,-2.6153, 1.2249,-0.3425,-3.3093, 3.9540, 3.4843, 1.4380,-4.6249,-3.8463,-0.2108, 1.2771,-1.4500, 0.0404, 4.3072, 0.5882, 0.3435, 2.5665,-2.3101, 1.1669,-2.6262,-1.3500,-2.2601,-2.6917, 0.3991, 0.9555,-0.2849,-1.6863,-4.6976,-1.2893
 3.2554, 1.0089, 3.7498, 1.9344, 0.3071, 1.6209, 4.7053,-2.4610,-1.5927,-3.9635, 2.8438, 0.8215,-2.9989,-2.6052,-1.0429,-1.8817, 3.9084, 3.2091,-2.3309,-0.5139, 3.9084, 1.1874, 2.1725,-2.1931, 2.4984,-0.9840,-4.1335, 4.2166, 3.1989, 2.6479, 3.3280, 3.6231, 3.0408, 1.3871,-4.4616,-3.1639, 1.9713, 2.4866, 4.4154,-3.6104, 4.2973, 1.2498,-0.0195,-2.8551,-4.1860, 3.8625, 3.3477,-0.0294, 3.1062, 4.3682, 1.2932,-4.9129,-2.9049,-0.9220,-4.3434, 2.9172, 0.7870, 4.2219, 2.4208,-1.6612,-3.3114, 3.3444,-2.5037, 3.6672, 2.2553,-0.4733, 1.8314,-3.3512,-4.7748, 1.3467, 1.9492,-1.1612, 1.7852, 4.2243, 1.2274, 2.7834,-0.7547,-3.7693,-4.3189, 3.1136, 2.7247, 3.5451,-1.3526,-1.2910, 4.4504, 3.2081,-1.0326,-2.8141, 2.9704, 1.0269
-2.6262, 0.0064, 4.2520, 0.9190, 3.3768, 2.8409, 2.5455, 4.6261, 0.2183,-2.1969,-3.4829, 0.8065, 3.0785, 2.3036, 2.0309,-4.9172, 0.3660, 0.1497,-2.2086,-3.9774,-2.6617,-2.0093,-2.5908,-3.1467,-4.1540, 3.0699,-2.3906, 4.5752, 0.2073, 1.5478,-3.1792,-1.3701, 0.2354, 4.5986, 3.4349,-1.6947, 0.1897,-0.1431,-3.6455,-3.0500,-3.3849,-3.4064,-2.7578, 3.7256, 2.6291, 4.7485, 2.4337, 2.0555, 1.5280, 3.0914, 3.4329, 4.3316, 2.4093,-4.8885,-1.6989, 0.9878, 3.7890, 1.6653,-4.6482,-2.6509, 4.2102, 2.5536,-4.0109, 2.2640,-0.5581, 2.6617,-0.5111, 3.2060,-1.7995, 4.1828, 3.5944,-2.1907,-1.7158, 2.2701,-4.0854, 3.6344, 0.9010,-2.0857, 0.8683, 3.1094,-3.3018,-1.8268,-3.5864,-3.0950, 4.7477, 2.7289,-4.4217,-4.6639,-4.9391, 2.0172
 0.2823, 2.3700, 2.6733, 4.3049, 1.0120, 0.4198, 3.7091,-0.1671, 2.6487,-2.3205,-0.0903, 1.0649,-0.6318, 3.8057, 2.6802,-2.7592, 2.4878, 2.2027,-1.3552, 4.1715, 1.5196,-2.2384,-3.0926,-0.1203,-3.7422,-1.3806,-2.4675,-2.3305,-1.0303, 4.1264, 4.8309,-4.7713, 4.1375,-0.2850, 4.3224, 2.4214, 4.7200, 4.2881,-1.9332, 1.1956,-2.4965, 1.3679,-3.0085, 0.4908, 4.1600, 1.6528, 3.5467,-2.0049, 2.6156, 4.9000,-1.9924,-4.3641, 2.6149,-1.9683, 0.4475,-2.4895,-3.7250, 3.6086,-3.2700,-4.7235, 3.9834,-1.0747, 1.4068, 4.8028, 4.2392, 1.8005,-4.8673, 3.9832, 1.7902, 0.0127, 3.4179,-2.3922, 2.8354, 3.3660,-1.0611,-0.5524, 0.6235,-4.6148, 0.0397, 4.1268, 1.1807,-0.0910,-0.7352,-2.4925, 1.9146, 0.0209,-4.3607,-0.9759,-0.8745, 1.3133
-3.0988,-1.4012,-4.8794, 0.2489, 3.4187,-4.5178,-2.1226, 1.5093,-1.7031,-3.6837, 4.7305,-1.5637,-3.5151, 0.8465,-2.8155,-1.7870,-0.6462, 0.5448, 1.5523,-4.4934, 3.0098, 4.9572, 3.2910, 4.6863,-2.5488,-4.9706, 1.2726,-1.8210,-4.6780, 2.2847, 1.0978,-1.7306,-0.7817, 3.0167, 0.8827, 2.5427, 2.7618,-3.8359, 3.6997,-2.9483,-4.4334, 1.2809,-1.5851,-3.1392,-2.6431,-4.6493, 2.4317,-4.9587,-1.4345, 1.8926,-2.3649,-3.9926,-2.5839,-2.0659, 2.8067,-3.8133,-3.8841,-0.0226,-1.4691,-0.2321, 3.1081, 3.9775,-1.7184, 2.3008,-4.5574,-2.8461,-1.3057,-2.0848,-1.2986,-3.0692,-4.3371, 3.4741,-4.0316,-3.5614,-0.3291, 4.6665,-1.5322,-0.9658,-2.7322, 1.0927,-2.5759, 4.2804, 0.0325,-1.8654,-4.3568, 2.8988,-2.6296,-3.2517, 1.7843, 4.3996
-0.4404,-1.6774,-4.5305,-4.6899,-4.4214, 3.5798,-2.2297,-1.5180,-1.8134,-3.8711,-2.7695, 1.8380,-2.8544,-0.6620,-1.9762,-0.4033,-2.8592,-4.8986, 0.6335,-1.2214,-0.8365, 2.2563, 4.6007,-0.9608, 2.4609,-0.7021,-1.0257, 2.0178,-4.7910,-3.1073, 3.5444, 3.2405, 1.4730, 1.7771,-3.6132, 4.5478,-0.0715, 1.0833,-0.3962, 1.9222, 3.5637,-1.3266,-0.8385, 0.8620, 2.8933, 1.3886,-3.8790,-2.9311,-0.7915,-3.0231,-4.2475, 1.4086,-0.5846,-1.6368, 3.4344, 4.3726, 1.6045,-0.7484, 3.4320,-3.0197, 3.3020,-0.5445, 1.7158,-2.5886, 2.9284,-1.4105, 3.3134,-4.5650,-3.9652,-1.8951, 0.2920,-0.3945,-1.8725, 1.3417, 2.2140, 1.0030, 4.4107,-1.3018, 1.9355, 4.0779, 2.0121, 2.6532, 3.0808, 1.7915,-4.4724, 0.7526, 4.5396,-4.9319, 2.8467,-3.5614
 4.1389,-0.7230, 3.4978,-0.8619,-4.1025,-3.5621, 0.2493, 4.7717,-0.9468,-4.5432,-4.2705, 3.6377, 4.6709,-4.2615,-2.7466,-2.3041, 4.1907,-3.7931, 4.9701, 3.3756,-3.5662,-2.3033, 4.8013, 4.8046, 0.6046, 2.5276, 3.4168, 2.4050,-4.3708, 0.2669,-3.0703,-3.5165,-2.6897, 3.8967,-1.2011, 0.9784, 2.0160, 3.7060, 4.8729,-4.4374,-2.9617,-4.8621,-2.2517,-4.6632, 0.4270, 1.5462, 2.3134,-1.2001, 4.0403, 1.2482, 2.6323, 3.9154, 2.1080,-3.3545,-1.1527, 1.6631,-0.5740, 2.2858,-4.8825, 1.7754, 0.3494,-1.1222, 3.1719,-4.2008, 4.4414, 0.0879, 2.7359, 2.5698,-2.2255,-1.7767, 3.8406,-0.3981, 3.8892, 4.8280, 3.4240,-1.7388,-4.1796, 1.9184, 3.5528, 2.1973, 0.4880,-2.6157, 4.0383, 4.0168, 3.1755, 4.1346, 2.0460, 0.5534, 3.0897,-0.7216
-3.7315, 2.1878,-0.2718, 2.8234,-3.2123, 4.4614, 1.4763, 3.5327,-4.4473,-2.8995,-1.3508,-3.9020, 3.7302, 1.7594,-1.0273,-1.1392, 2.8334, 4.7367,-1.4038, 3.6749, 0.9520, 3.4545,-4.7160, 0.9015,-0.2392,-1.8830,-4.7201, 1.6616,-1.4037,-2.5040,-2.3151,-4.9259, 2.0947, 2.1700, 2.4205,-3.3610,-0.7271,-2.9002, 4.5750,-4.4590, 1.0278,-3.5699,-1.6375, 2.7217, 1.0510,-2.2771,-2.9429, 1.5496, 2.6975,-0.6535,-2.6929, 0.5828,-0.2752, 3.9644,-4.1968,-4.2401, 4.1833,-2.2525, 1.8772,-3.5438, 1.5452,-1.5937, 4.4298,-3.2659, 1.1715,-2.1414,-3.8648, 1.9235,-4.1704, 3.5718,-0.4587,-0.0504, 1.5730,-4.1444,-3.4951, 0.0858,-4.0006,-3.6219,-2.0456,-1.3643,-0.6852,-1.6689,-1.2428, 2.6950,-0.8991, 1.0059, 4.8471,-1.3243,-4.6642, 0.0396
-1.4156,-3.5837,-4.9314, 3.7947, 2.3645,-2.5484, 3.0614,-0.9875, 3.7910,-0.6590, 2.8967, 3.8826, 4.4227, 0.4598,-2.4545,-3.6942,-3.5850,-4.7869, 0.1005, 2.3491,-1.7052, 2.9231, 2.1044, 3.7261,-1.2177, 2.9923,-2.8433, 2.7629,-1.4206, 2.6077,-2.7657, 3.6366, 4.4337,-3.9989, 0.7506,-2.0149, 2.3534,-2.5073,-0.7260, 3.8086,-0.7153,-2.0982,-1.0553,-2.2682, 1.5421,-0.6450, 0.1426, 3.0455,-0.2596,-4.9910, 1.2959, 4.4501,-4.4390,-4.1966,-3.7723, 2.7187,-2.1389, 1.1978, 1.6384,-2.9736, 2.9364, 4.8983, 0.0484,-4.5812, 0.9134,-2.9401,-4.2290, 4.7510, 0.6545, 1.6587,-0.2639,-2.3038, 2.9858,-1.4497, 1.0085,-3.5409, 4.8008, 0.7495, 2.5079,-2.9387,-4.8052,-4.1447,-3.6481,-0.3607, 2.9234,-3.3933,-4.5702, 3.0074, 2.3431, 2.5091
