 3.0532, 0.6253, 0.1566, 0.4711,-0.7329, 0.0859,-0.0136, 0.6814, 0.1910,-0.0918
 0.6253, 2.9689, 0.2477,-0.2540, 0.3072,-0.1326, 0.2159, 0.0993, 0.6014,-0.3350
 0.1566, 0.2477, 2.2359,-0.2390,-0.8107, 0.4074, 0.2073, 0.4988, 0.5807, 0.3126
 0.4711,-0.2540,-0.2390, 2.6309, 0.4432, 0.0071,-0.6749, 0.1952,-0.3494, 0.3354
-0.7329, 0.3072,-0.8107, 0.4432, 4.2583,-0.3310,-0.1794, 0.0495,-0.6238,-1.0728
 0.0859,-0.1326, 0.4074, 0.0071,-0.3310, 3.2921,-0.6209,-0.1450, 0.4850,-0.5013
-0.0136, 0.2159, 0.2073,-0.6749,-0.1794,-0.6209, 2.9428, 0.2053,-0.3350,-0.5315
 0.6814, 0.0993, 0.4988, 0.1952, 0.0495,-0.1450, 0.2053, 3.2340, 0.1252, 0.5761
 0.1910, 0.6014, 0.5807,-0.3494,-0.6238, 0.4850,-0.3350, 0.1252, 3.3390, 0.5433
-0.0918,-0.3350, 0.3126, 0.3354,-1.0728,-0.5013,-0.5315, 0.5761, 0.5433, 2.5817
