 4.7930, 1.3033, 3.5687, 0.9879,-2.6633, 0.3460,-3.8630, 4.5378, 1.7739, 4.6032
 4.1572, 0.3746, 4.4744, 1.2820,-3.9108,-2.9373, 2.2489, 4.8968,-4.7396, 1.8234
-4.1045,-1.7059, 1.5943, 0.3871, 1.3080, 0.8857,-1.4061,-2.4326, 1.6432, 2.7814
-2.6625,-0.2820, 3.5530,-0.5457,-2.9909, 4.2607,-2.3974, 2.7639,-4.1457,-2.5460
 2.9591,-1.1833, 4.2576,-0.2972, 3.0593,-1.7762, 2.0006, 1.9211, 1.5184,-0.8106
 4.6882, 0.2826,-4.2451, 1.7932,-1.8141, 4.2661,-4.5138,-2.2113, 0.5167, 1.2542
 1.4045,-1.1247, 2.3220,-1.7700,-3.2980,-1.8428, 3.7181, 3.7325, 4.3066, 1.2684
 0.6937, 1.3670,-4.3280, 0.9151, 3.6485,-0.1332, 3.5769,-1.0842, 3.9285, 2.5327
 3.8052, 3.6134, 2.6699, 3.9940,-1.8300,-1.0175, 1.9295, 4.3802, 0.1040, 3.1873
 2.6143,-4.3541, 2.6689, 0.0383, 3.6786,-4.9525,-1.5788, 4.3401, 1.1195,-2.3310
 4.6884, 1.7857,-0.3614,-4.8921, 2.3578,-2.1033,-1.0938,-1.0258,-1.5724, 1.1761
-3.0346, 2.9418, 3.5462, 1.2285, 3.9127, 0.6231, 4.2356, 4.7345, 2.8940,-2.1715
 1.4285,-3.1731,-3.0406,-2.6155, 4.0229, 1.2231, 3.5096,-4.4711, 4.1357,-3.3283
 4.0728,-4.0703, 0.5853,-4.6827, 3.9422,-2.5639,-1.6903,-1.9880,-0.5838,-3.2505
-0.3497,-2.0785,-0.7674, 3.7246, 1.7233,-2.0428, 1.7369, 3.1757, 3.4367,-1.3060
 0.9219,-4.8427, 0.9594, 1.0526, 1.5352, 1.5530,-4.6756, 4.0204, 0.0974, 4.9379
 0.2722,-4.8251,-4.5505, 0.3374,-2.5217,-4.8580, 4.0907,-4.4770,-4.0358,-0.3177
-2.4655, 4.1764,-1.7577, 2.0879, 1.4597,-0.8008,-1.2783,-2.1947,-2.4841,-1.8690
 2.2427, 0.9779, 0.9799,-2.4965,-3.2925,-4.3246, 4.2803,-3.8275, 2.5196,-4.8150
 3.7482, 0.6454,-1.1533,-1.5458,-0.9662, 3.3960, 0.5961,-3.5238, 3.2779, 1.9523
-4.9288, 1.4905,-4.2106,-3.5393,-4.5027,-4.3607, 4.9392, 1.2671,-2.8302,-1.4148
 3.2633,-0.1826, 0.1306, 4.5771, 4.5550, 2.3526,-4.7168, 2.0443,-1.8850,-1.5297
 1.6635, 4.3168,-1.8642, 2.8220, 3.1988, 4.0282,-2.0228,-2.1663, 3.8397,-2.7309
 0.7469,-2.2873,-1.5617,-1.0063,-4.5959,-2.4895,-3.3951,-0.5773,-1.5616, 4.5415
-2.0173, 1.0171, 2.1358,-0.8826,-4.0129,-3.7162, 2.7267,-0.3268, 3.0715,-0.6466
-0.8437, 4.7424, 3.6280, 2.8619,-1.2289,-2.9445, 0.9101,-4.4533, 4.8953,-4.6042
 0.1046,-2.4214, 1.5746,-4.4689,-2.5217,-3.7988,-1.5342,-1.6365, 1.8323, 0.8294
-4.9890,-1.8750,-2.7355,-0.0800,-3.3946,-2.3753,-1.7606, 4.0174, 4.4864, 1.0653
-1.3269, 4.3414, 4.3107,-1.8496, 0.2218,-2.5626,-2.7131,-1.7816,-1.9228,-1.6078
-3.2135,-1.9176, 4.3403, 4.7434,-2.2468, 2.7253, 3.0892, 4.0996,-2.2155, 1.4149
 0.9961,-2.5358, 0.7454,-2.4386, 3.7990,-4.3139, 0.2046, 1.2406,-0.7002,-3.8923
-1.9228, 2.3227,-0.9142, 2.3568,-2.6485,-2.2934,-3.2150,-1.2611,-2.0415, 4.6917
-3.1083,-2.7566,-2.3688, 0.1557,-1.8858,-1.4239,-1.0708, 0.4649, 4.0035,-4.4661
 4.4611, 3.9833,-3.9121,-1.4119,-4.9182, 1.8351, 1.7833, 0.8410, 0.8750,-4.2631
-2.1850, 0.5909,-0.5763,-0.7342,-0.1214, 4.4221, 0.5033, 0.5738, 0.9688,-1.6664
-3.0503, 3.2865,-4.6586,-3.3217,-4.7929, 3.0299, 4.8105,-0.8458, 1.6765,-1.1660
-3.1003,-4.8308,-0.6689, 3.6234, 2.7301, 4.9898,-2.7754,-2.0413,-4.5703, 3.4613
-4.2744,-4.8623,-3.1000, 1.1347,-0.5444, 1.8914, 0.1819,-2.0235,-2.0443, 2.1982
 1.5695,-3.5706, 1.7641,-0.6583,-4.2842,-2.3945, 3.1977,-1.9973,-1.1994, 4.7474
 2.0905,-1.8312,-4.8564,-1.9846, 3.1571, 2.8548,-4.2402,-1.1072, 2.4561, 3.5477
-3.6375, 2.0563,-1.4244, 3.8708,-0.2287, 1.5702,-3.5060, 0.1712, 0.1515, 2.9252
-3.1910, 3.6651,-3.4452, 0.9761, 4.0132, 0.4791,-4.2113, 4.1658, 4.7859,-3.1760
 1.4698, 3.3086,-0.3583,-1.8306,-3.9713,-1.5500,-1.6488, 4.6844,-4.5118,-2.5173
 4.1932, 0.0666, 0.2377,-1.6383, 0.9671, 2.1801, 0.0248, 0.1831,-4.2903, 1.1999
-2.8732,-2.2690,-2.3119,-2.9497,-4.7625,-0.9095,-1.2616, 2.0890, 3.8310,-1.4771
