 3.2283, 0.3350, 0.3500,-0.0106, 0.0619, 0.2919, 0.2157, 0.0136,-0.2004,-0.5185, 0.2186,-0.1426, 0.3413,-0.3571,-0.3267,-0.1839, 0.0117, 0.1415, 0.4126, 0.0367, 0.3134,-0.3082,-0.1241,-0.2810, 0.1786,-0.4888,-0.1840,-0.0918, 0.0826,-0.0163, 0.2451,-0.0652,-0.2086, 0.0990, 0.1239,-0.1862, 0.4000, 0.1880, 0.5375,-0.0262
 0.3350, 3.3849,-0.0032, 0.1103, 0.2208,-0.0603,-0.1791,-0.0917,-0.4356, 0.0135, 0.1722, 0.0421, 0.1112,-0.2428,-0.2111, 0.2028,-0.1466, 0.0604,-0.0034,-0.5035,-0.1602,-0.0851, 0.2355,-0.1069,-0.3816, 0.1088,-0.1127, 0.1484,-0.3887,-0.3685, 0.1337,-0.1988,-0.0527, 0.0781,-0.5506, 0.1921,-0.2195, 0.2084, 0.2896,-0.3026
 0.3500,-0.0032, 3.0971,-0.1284,-0.2982, 0.1187,-0.3151,-0.0403,-0.3336, 0.3522, 0.2085, 0.0982,-0.0050,-0.1589,-0.1696,-0.1194, 0.3781, 0.3493,-0.2194, 0.2779, 0.3702, 0.1664,-0.1593,-0.0783, 0.2261,-0.2898,-0.2458, 0.0454, 0.3531, 0.1903, 0.1581, 0.2813, 0.2704,-0.2109,-0.0693,-0.1357,-0.2392, 0.0002, 0.2680, 0.1625
-0.0106, 0.1103,-0.1284, 3.4282,-0.0274, 0.0882,-0.0238,-0.1585,-0.2755,-0.2595, 0.0807, 0.0185, 0.0273, 0.3236,-0.3480, 0.2333,-0.2819,-0.1215, 0.0835, 0.5739, 0.1369,-0.1138, 0.3826,-0.1027, 0.2881,-0.1645, 0.0891,-0.0709,-0.0768,-0.0636,-0.4287, 0.2573, 0.1362, 0.2746, 0.2193,-0.4176,-0.2635,-0.0669, 0.1724, 0.0622
 0.0619, 0.2208,-0.2982,-0.0274, 3.1853, 0.3836,-0.0821, 0.0115, 0.1728, 0.0860, 0.2289, 0.0659, 0.3467, 0.1986, 0.3255,-0.3144, 0.3376,-0.0642, 0.3766,-0.2507,-0.4385,-0.0758,-0.3432, 0.1910, 0.1028, 0.0431, 0.2738, 0.0876,-0.0240,-0.0253,-0.2738,-0.1942,-0.0359, 0.2555,-0.1337,-0.1776, 0.0787,-0.1546,-0.1385, 0.0556
 0.2919,-0.0603, 0.1187, 0.0882, 0.3836, 2.6735, 0.1460,-0.0593, 0.1732, 0.0072, 0.1168, 0.4365, 0.1900, 0.0615,-0.2638,-0.3047,-0.4008, 0.1434, 0.1739,-0.1471, 0.4310, 0.3095, 0.2893, 0.1389, 0.3616,-0.0207, 0.5013, 0.0442, 0.0723,-0.3904,-0.0503,-0.5039, 0.0696,-0.1380, 0.4653, 0.3998, 0.0807, 0.3843,-0.1024,-0.1947
 0.2157,-0.1791,-0.3151,-0.0238,-0.0821, 0.1460, 3.2898,-0.0717, 0.4023,-0.1684,-0.2870, 0.1311,-0.0153,-0.2838,-0.2953,-0.2370, 0.0101,-0.0864,-0.0780, 0.0039, 0.2586, 0.0890,-0.1661,-0.6125, 0.4153, 0.2873,-0.3949, 0.0152, 0.0162,-0.1004,-0.2147, 0.4724,-0.0977,-0.2561, 0.3165, 0.1091,-0.1015,-0.3253,-0.3450, 0.1727
 0.0136,-0.0917,-0.0403,-0.1585, 0.0115,-0.0593,-0.0717, 3.3408,-0.0641,-0.3595, 0.4090, 0.3436,-0.3799,-0.2703, 0.4117,-0.1756, 0.2404, 0.0396, 0.5241, 0.1999, 0.0230,-0.0696,-0.2371,-0.4817, 0.0386,-0.0261, 0.0016, 0.0481,-0.0306,-0.1075, 0.0524, 0.1483, 0.5568,-0.0994,-0.4915,-0.0985, 0.2186,-0.3445, 0.3956, 0.0647
-0.2004,-0.4356,-0.3336,-0.2755, 0.1728, 0.1732, 0.4023,-0.0641, 2.9600, 0.1650, 0.1852, 0.1149,-0.0969,-0.4086,-0.2656, 0.2607,-0.1428,-0.3091,-0.0141,-0.0829, 0.1511, 0.2825, 0.3459, 0.3229,-0.2477, 0.0509,-0.2603,-0.1603,-0.2225,-0.0485, 0.0737,-0.0468, 0.1698,-0.0075, 0.2414,-0.1504, 0.1676,-0.0508,-0.0300,-0.1556
-0.5185, 0.0135, 0.3522,-0.2595, 0.0860, 0.0072,-0.1684,-0.3595, 0.1650, 3.8046,-0.2882,-0.0163, 0.2064, 0.2509,-0.0139,-0.0671,-0.0827, 0.2297,-0.0480,-0.6677,-0.1169,-0.0998, 0.0381,-0.1064,-0.3490,-0.0800,-0.1862,-0.2317,-0.4188,-0.0234,-0.2994,-0.3971, 0.4457,-0.4111, 0.1973,-0.0349, 0.2419, 0.4562, 0.3415,-0.2203
