 3.6030,-0.5525, 0.0817, 0.3083,-0.0470,-0.1066, 0.0915,-0.2812, 0.2176,-0.1232, 0.1112, 0.2717,-0.0130,-0.2543, 0.1416,-0.1371,-0.0891,-0.1120,-0.2751,-0.2080,-0.3433,-0.0898, 0.4286, 0.1325,-0.3968,-0.1654,-0.1849, 0.1505,-0.0792,-0.2560,-0.1500, 0.1311, 0.1568,-0.0741,-0.0396,-0.1033,-0.0493,-0.1010, 0.1230,-0.2636,-0.3431, 0.0686, 0.1052, 0.2316,-0.0778,-0.0352,-0.2733, 0.1236, 0.0277,-0.1861
-0.5525, 3.1200,-0.0008, 0.1720,-0.0852,-0.0098, 0.0287, 0.2016,-0.0438,-0.0615, 0.2162, 0.0800, 0.0694,-0.0556, 0.1267, 0.2362,-0.0980,-0.0185, 0.3366, 0.4066,-0.2150,-0.4774,-0.0513, 0.0919, 0.0878,-0.0299,-0.0662,-0.1324,-0.3485, 0.0639,-0.3557, 0.0806, 0.1082,-0.0301, 0.0060,-0.1617, 0.0472, 0.1677, 0.1638,-0.0516, 0.0715,-0.0913, 0.0274, 0.0859,-0.0748, 0.2388, 0.1288, 0.0360,-0.4704, 0.2220
 0.0817,-0.0008, 3.1226,-0.2965,-0.0570,-0.0009,-0.1767,-0.1531,-0.3631,-0.2329, 0.1604, 0.1155,-0.1322,-0.0852, 0.0516,-0.0838,-0.2181,-0.2783, 0.1499, 0.0815, 0.0394, 0.0487,-0.1397, 0.1356, 0.2083, 0.1228, 0.0754, 0.2309,-0.2008,-0.1035, 0.0082,-0.0734, 0.2890,-0.0788, 0.0171, 0.0699, 0.0269,-0.0153,-0.2289, 0.2677,-0.1185,-0.1523, 0.2637,-0.0270, 0.5137,-0.1276, 0.0480, 0.2102,-0.3510, 0.1330
 0.3083, 0.1720,-0.2965, 3.2485,-0.2180, 0.0654, 0.1485,-0.0407, 0.0098, 0.3793, 0.0060,-0.0960,-0.0735,-0.0164, 0.2529,-0.1610, 0.2040,-0.1979, 0.0880, 0.0857, 0.3920, 0.0220, 0.0438,-0.1252, 0.0452,-0.4292, 0.3951, 0.3072, 0.0154,-0.0517, 0.2213, 0.1742,-0.1906,-0.0248, 0.2014, 0.1227,-0.0014, 0.1823,-0.0595,-0.0227,-0.0569, 0.1158,-0.1107,-0.1044, 0.0073,-0.2608, 0.0098,-0.4127, 0.0982, 0.3531
-0.0470,-0.0852,-0.0570,-0.2180, 3.5597, 0.0568,-0.2003, 0.3922, 0.2997,-0.0850,-0.0118,-0.0248, 0.1730, 0.0508, 0.0527, 0.1353, 0.3161, 0.0278, 0.3007, 0.1952,-0.0535, 0.0078, 0.3468, 0.1181, 0.0981,-0.0210, 0.0541,-0.0531,-0.1046, 0.1594,-0.1436,-0.2751, 0.1375,-0.3891,-0.1491, 0.1724,-0.1507,-0.1759,-0.0826,-0.2879,-0.0632,-0.0427, 0.1135, 0.0688,-0.1746,-0.0974,-0.2512,-0.0523,-0.0103, 0.0842
-0.1066,-0.0098,-0.0009, 0.0654, 0.0568, 3.3663, 0.0623, 0.0319,-0.0443, 0.3109, 0.0736,-0.0247, 0.2712,-0.5696,-0.0180, 0.4229, 0.1078,-0.3438, 0.3126,-0.1062, 0.2063, 0.1968,-0.1710, 0.0084, 0.0786,-0.1545, 0.1424, 0.1976, 0.1998,-0.0321, 0.3010, 0.3140,-0.0052,-0.0916,-0.1628,-0.0255, 0.0186, 0.0730,-0.0049,-0.0118,-0.3038,-0.0621,-0.1296, 0.1489, 0.2320, 0.2194, 0.0799, 0.1987,-0.0647, 0.0144
 0.0915, 0.0287,-0.1767, 0.1485,-0.2003, 0.0623, 3.0359,-0.0334, 0.0970, 0.6132,-0.0582,-0.1633, 0.0709, 0.2032,-0.2487, 0.3269,-0.0837,-0.2846, 0.2779,-0.2729, 0.1944, 0.0349, 0.1757, 0.0996,-0.0449,-0.0459, 0.2904, 0.3484,-0.2099,-0.2044,-0.2852,-0.1346,-0.1766,-0.1358, 0.0117,-0.0905, 0.0183, 0.1596,-0.3488, 0.2034, 0.1159,-0.2410,-0.1031, 0.1713, 0.2286,-0.2171, 0.0496, 0.1994,-0.0609,-0.1340
-0.2812, 0.2016,-0.1531,-0.0407, 0.3922, 0.0319,-0.0334, 3.4470,-0.1869,-0.1478,-0.0249,-0.0432, 0.2446,-0.4879,-0.1905, 0.1731,-0.0841, 0.0756,-0.1501, 0.1970,-0.0190, 0.4042, 0.0602,-0.2533,-0.0776,-0.0547,-0.1244,-0.1777,-0.0689,-0.4171,-0.0905,-0.1839,-0.1345,-0.2116,-0.2226, 0.3061,-0.1111,-0.2143, 0.0667,-0.0647,-0.0764, 0.0138,-0.0024,-0.1503,-0.2207, 0.1879,-0.1059,-0.0990,-0.0865, 0.1273
 0.2176,-0.0438,-0.3631, 0.0098, 0.2997,-0.0443, 0.0970,-0.1869, 3.2363, 0.3672,-0.3416, 0.1167, 0.1359, 0.0648,-0.0320, 0.0591, 0.3805,-0.2821,-0.0122,-0.0696,-0.0087,-0.1873, 0.1611,-0.2126, 0.1379, 0.3621, 0.0639, 0.1168, 0.1123, 0.0807,-0.1608,-0.2278, 0.1752, 0.0912, 0.0112,-0.2057,-0.2029, 0.1925, 0.0000,-0.2099,-0.1648, 0.1659,-0.1897, 0.1689, 0.1144,-0.1518, 0.2212,-0.2873, 0.0489,-0.2586
-0.1232,-0.0615,-0.2329, 0.3793,-0.0850, 0.3109, 0.6132,-0.1478, 0.3672, 3.1705,-0.1251, 0.0195, 0.2555, 0.5603,-0.0242, 0.2244,-0.1383,-0.2404,-0.0056,-0.1183, 0.0708, 0.0869, 0.0311, 0.1075,-0.2289,-0.0823,-0.3542, 0.0111, 0.0623, 0.3390,-0.0971,-0.1866,-0.1325,-0.1854, 0.2160,-0.1024,-0.0359,-0.0340,-0.2433, 0.0798, 0.0258,-0.4653,-0.0720,-0.1455, 0.3052,-0.0595,-0.2088,-0.1788,-0.2793,-0.1234
