-3.2465,-2.7077,-2.4828, 4.2655, 3.2343,-4.1208, 3.3058, 1.0711,-4.0417,-2.3123
-1.9760, 3.2504,-0.9211,-3.6441, 0.8037,-0.3035,-0.4162,-4.9735, 0.9289,-1.8133
-3.9966, 0.7175,-2.8437,-1.1302,-0.2724, 4.6687,-1.0900, 1.4094, 3.3285,-1.2878
 0.0776, 3.1343, 2.1558,-1.2676,-0.1785,-1.0604,-1.9097, 1.6717, 3.5402,-1.8806
 2.9869, 0.8911, 1.2027,-0.5644, 4.3552, 1.4105, 1.6654,-0.1593,-0.6712,-0.6087
-4.9427,-4.6674,-4.1061,-2.3686, 2.5417,-3.4485,-4.7632,-3.6547,-2.2226, 1.8554
 2.4788, 3.4231,-3.2671,-0.9585, 4.6823,-2.1112, 3.4934,-1.4458,-0.5603, 4.9613
-4.1465, 4.2901,-3.7625,-1.1496,-2.4914, 1.7601, 3.6898, 1.5250,-2.8984, 4.6231
 3.8188, 1.5625,-1.8064, 3.1513,-1.4033,-0.8911, 0.6113, 0.5150,-0.3952,-4.8126
-1.1725, 1.3742, 3.8427, 3.7260,-0.8986, 4.7895,-1.7065,-1.1001, 2.6405, 3.5201
-1.0905, 3.9684,-2.3051,-1.8956,-1.2776,-4.9419, 0.6522,-2.2437,-2.4336, 3.7677
 4.2011,-3.6521,-2.7279,-0.2134,-2.1008, 3.2604, 2.5304,-3.6076, 4.2535, 2.4660
 0.4473, 0.1079,-3.2913, 2.4389,-1.4201, 0.3636,-4.8232, 3.4978,-1.0507, 0.1963
 4.5146,-3.8743, 2.7266,-1.3295,-0.9097,-4.4841,-1.4010, 2.9749, 4.4619,-0.4702
-2.0742,-0.1158,-3.8445,-0.8451,-3.4458,-1.3628, 0.8125,-1.1526,-1.8653,-4.3777
 1.9261,-4.0383,-2.0426,-0.9856,-0.6085, 3.7984, 3.3176, 0.1369, 4.0295, 3.8036
 0.3579, 4.2612,-0.6498,-3.4985, 3.3647,-0.2004,-3.2737,-3.3453,-4.8588,-4.2400
-0.0681,-4.8249, 3.7982, 1.2620,-2.4810,-4.3862,-3.7236,-2.3075,-2.7488, 3.4025
 1.7466, 2.0097, 4.7332,-1.6298,-3.7866,-3.3637,-0.9542,-0.8001, 0.9186,-2.3484
 0.4109, 2.3774,-1.1432, 4.4969, 2.7678,-4.5330, 2.7099, 3.8557,-2.0854, 0.6691
-2.9813,-4.0062,-2.6081,-3.8561, 0.5868,-4.5580,-2.1979,-2.7023,-3.9565, 1.9552
-2.7770, 3.7360,-2.7747,-3.6355, 1.6576,-1.4529,-3.2397, 1.7395,-4.6930, 2.8271
-3.9228,-2.9520,-3.1894, 1.3314,-3.9588, 0.6382,-1.6192,-1.2839, 0.4112,-0.2323
