-3.3574,-0.7015, 0.2501, 1.2678, 0.5283, 1.9821, 0.1013, 0.1035, 0.0628,-4.4354, 4.4782,-3.8203,-1.4066, 2.2305, 3.3352,-0.3564,-0.0678, 3.9138,-1.1295, 0.6594,-3.2187,-1.3767,-2.9769, 2.5055, 2.2914,-4.1384,-4.9933, 3.4030, 0.8548,-4.6152, 3.6438,-0.0643,-4.1591,-1.4039, 1.0463, 3.3543, 4.3627, 4.4494,-3.4009,-2.4982, 0.3789,-0.3900, 2.7928,-2.8600, 4.2614,-0.9764,-0.0886, 2.2947, 1.2375,-1.7912,-1.3055, 2.0445, 1.1417,-4.2925,-1.6133, 2.7306,-0.5829, 4.3933, 2.0079,-2.4733, 1.6143, 2.4571, 0.1729, 2.9499, 3.2843, 0.5564, 4.6231,-3.4083, 2.8834, 2.1710,-2.1707,-4.2242,-1.1309,-1.9701,-4.4373,-3.6093,-0.8889, 4.6342, 0.1108, 0.3212
 1.5212,-3.2553,-3.1284,-4.7473,-0.9191, 3.0821, 1.7836,-3.6722, 4.5754, 0.8451, 4.7993, 2.3620,-2.3997,-2.5639, 4.5765, 0.5681,-4.0377,-1.6153, 2.2815,-0.4211, 2.1388, 2.1464,-3.0230,-2.3719, 0.4697, 3.4462, 2.2787, 1.5679, 0.7144,-2.0564,-1.6387,-0.0156, 4.3752, 0.5369,-2.3345,-3.4189, 0.4318, 3.6552,-0.1368,-0.0515, 1.6089,-4.8007, 1.9781, 1.9165,-2.8821, 3.0038, 1.6918, 1.7026, 3.2460, 2.7542,-1.5183, 0.0180, 3.3003, 4.3304,-0.8867,-4.3492, 4.8790,-1.7821,-0.9754, 1.6356,-0.6915, 1.3581, 2.0279, 3.7327, 1.4138, 3.9816,-3.4048,-0.2719,-0.2007,-0.3526, 0.6946, 0.5981, 2.0267,-2.0639, 1.1418,-3.4310, 1.3217, 4.2531,-3.4485,-2.8785
-3.4316, 0.1424, 1.8731, 3.6751, 1.9851,-3.4856,-3.5358,-4.8153, 4.5232, 2.9025,-2.9000,-2.4412, 0.3420, 1.4781,-1.7948, 1.0346, 0.4992,-2.5320,-3.5039,-2.5336,-0.6899, 3.1269,-1.8990,-1.8398, 3.7127,-3.9671, 3.2531,-0.6178,-2.2183, 2.6184, 3.2656, 0.4295,-0.3751, 2.3606, 4.0542,-4.5910, 4.2673, 0.4703,-1.1251, 2.3545,-3.6985, 1.4137, 4.4478, 0.6094, 2.8206,-2.7873, 3.6208, 3.5356, 1.2041, 0.6336,-1.3713, 1.7255,-4.1435,-3.0490, 2.4030, 0.7989,-0.8836,-1.6219,-3.8027,-0.8799,-0.9828, 1.1058,-0.0917,-3.3819,-0.6340,-3.5656, 2.7233,-4.8824,-2.3660, 2.7899, 3.4490,-3.7112, 4.7244, 3.1469,-2.0682,-0.6775,-1.6408,-1.5562,-0.6987,-1.9966
 2.8135, 0.4811,-1.4401, 2.3853, 0.9256, 4.4183,-2.9809, 2.0868, 3.6147,-0.9759, 1.2971,-4.4941,-0.4568, 0.9404,-4.2096,-1.8118, 2.9296,-2.7405, 3.0962,-4.6786, 4.3355, 1.7087,-3.2002,-1.1312,-2.1859, 0.3535,-0.0096, 3.8993, 4.9629,-4.9035,-0.7081,-0.8019,-0.7529,-3.3598, 0.3600,-0.9327,-3.9744, 2.5983,-0.9982,-2.7789,-2.4529,-4.2877, 0.1666,-2.6956, 0.2931,-1.5091,-4.2153,-3.4720, 3.9660,-1.9679,-2.8240, 2.0114,-3.6861,-2.7451, 0.2918,-3.8693, 4.2365, 1.7134, 1.7598,-2.8280,-0.3175,-3.7597, 3.0869, 1.0128,-3.0122,-2.6786, 2.6767, 3.3907,-3.3481, 4.4816, 2.6900, 2.0739, 4.4470, 0.3323,-0.1585, 0.8178, 1.8717, 3.4419, 4.4855, 0.2344
-2.8337, 4.3348,-0.8493, 2.8665,-2.8778, 0.2001,-4.8495, 1.7517, 1.8212, 4.2919,-4.7208, 0.5624, 4.4412,-0.1936,-1.6644,-0.0983, 4.4598, 3.3011, 2.0844, 1.0057, 4.1824,-2.2062, 2.4996,-2.3446,-4.0524, 3.4079,-3.5020,-3.4872, 2.6282, 0.5365, 3.9347,-0.0920,-0.5865, 1.8583, 3.6119, 1.4772, 4.8625, 3.8302, 3.0503,-1.6566, 1.8471,-4.9044, 3.2310,-0.1432, 2.5771, 0.3987, 0.8405, 4.6810, 1.0018, 4.9391, 0.6885, 0.2238, 0.5284, 0.4550, 2.3548,-4.4578, 4.1304,-4.6841, 1.5549,-3.8969,-4.5114, 4.2201,-1.3964, 0.8574, 3.6343, 0.6298,-0.8480, 3.7584, 2.8104, 0.3395, 2.2733, 2.2874, 3.0701,-3.8206,-3.7687,-3.9170, 3.2314,-3.9618,-0.7660,-0.0996
-1.4616, 4.6873, 0.4177,-4.6845, 4.8926,-1.9183, 2.8244,-4.2191, 1.5833,-1.6669,-3.0129,-4.4383,-3.1500,-3.1332, 1.9128,-2.8385, 3.9227, 0.2684, 2.1803, 1.2661,-4.8822, 1.0224, 2.7721,-2.5611,-1.1949, 1.8082, 3.5524,-1.6413, 1.3693,-2.1262, 1.0852, 4.6596,-0.4166, 4.3861,-4.8741, 2.8657,-4.7431, 1.4832,-1.6356, 2.3132, 0.5507,-2.9899, 3.0876, 1.7623,-2.4966, 2.2252,-2.2063, 2.7527,-1.4232,-0.6438,-2.2490,-1.1958, 0.9762, 3.7323, 3.9870, 1.6643,-0.7252,-3.5498, 4.9396, 2.3731,-0.0994,-2.7303, 0.9177,-3.2016,-0.3481,-3.5210,-4.9001, 0.9914, 0.9608,-2.6590,-1.8217,-0.8254,-4.0412,-3.4152, 3.5327, 4.1660,-0.0148,-4.6440,-2.0777,-0.5985
 2.1267,-4.6160, 0.0137, 3.2488,-3.7006, 1.7183,-4.4744,-4.3825,-0.2754,-3.1861,-1.6167,-1.0537,-1.5829,-1.0391, 0.0274,-2.5296, 1.6956, 4.8641, 4.3417, 4.8396, 1.7632,-1.2826,-2.5801,-3.2528, 2.8432, 3.7278,-3.8726, 3.3172, 2.8049,-0.1881, 0.1817,-1.9522, 0.3541,-4.8644,-0.5129,-4.3487,-3.4929,-0.4296,-4.2662, 1.8369, 2.0189,-1.2417, 0.8657,-4.9493, 4.6329,-1.7410,-1.3509,-1.1253,-3.4536, 2.0865, 4.6212, 0.9198,-0.7242,-2.1591, 2.3674,-4.1968, 4.3163,-4.2875,-1.0313,-2.2246, 0.4843,-2.7690, 2.8873,-3.6546,-2.2932, 2.8492,-1.2003,-3.4871, 3.5895,-4.0804, 1.3391,-4.7309, 3.4872,-1.6596, 0.3034,-3.2180,-2.9197, 0.9758, 0.6559,-1.5128
 3.5562, 0.6742,-1.2334, 3.6974,-0.5910, 0.1395, 0.0284, 2.6377, 3.5928, 3.3013, 4.4011,-3.1872, 4.3171,-2.6818,-3.2684, 1.0869,-2.1941, 2.2061, 2.2604, 0.1533, 0.0772, 2.1061, 0.8905,-1.7405, 0.7915,-1.0639,-0.4452, 2.9131,-0.5037,-3.9713, 4.3910, 4.6119,-2.2808, 0.6960, 4.7493,-3.4015, 2.5096, 2.8682, 1.8431,-1.1287, 3.1839, 2.7389, 3.0490, 3.4417,-4.7634, 4.6765,-1.3214,-4.7005, 2.0433,-3.8337, 4.2004,-0.2024,-4.4756,-1.2265,-0.4376,-3.2129,-1.2795, 4.7873, 4.2070,-2.8392,-0.9863, 2.5125, 3.4303, 0.4227, 1.2695,-1.0668, 2.9493, 3.5007,-0.4469, 4.9890,-4.8516, 3.0117,-2.9796,-3.2831,-0.0383, 2.5467, 4.4192,-4.0877,-0.2110, 0.4646
 4.6252,-4.0899,-3.6333, 4.9535,-0.2910,-0.0609,-2.8268, 4.1618,-1.1574,-4.3366,-0.6339,-4.9163,-2.8333, 2.9540, 0.7590,-2.5706,-1.2283, 4.0264,-4.9251,-0.9414,-1.6410,-1.3053,-0.1966, 3.4384, 2.5148,-2.6044,-1.2979, 2.7439,-2.6085, 0.7963,-3.1924,-0.7793,-1.4178, 1.1708, 1.9738, 2.1351, 1.8714, 0.9654, 4.6734,-0.7408, 2.4598, 0.7101,-1.4214, 2.7550, 0.8790,-4.2127,-1.2984,-1.5433,-1.2339,-2.2747,-1.8818,-3.7368, 0.4824,-0.9705, 3.5079,-4.5598,-2.1186, 1.2415,-1.0508, 2.0468, 4.0274, 3.1125, 1.0903,-2.8176, 0.4988, 0.8764,-1.7518, 4.3728,-3.5729, 1.4806,-2.6939,-0.8384, 1.6935, 4.5782,-3.9128,-2.3380,-2.4441,-0.8411, 3.3506,-4.8213
 1.0932, 0.3601,-4.6660,-2.8660,-0.2168, 3.5829,-1.9217,-3.8523,-2.6367,-0.7760,-4.9903,-4.0986, 2.6416,-3.3554, 3.6835,-0.4119, 1.8418, 3.7762,-2.8600,-3.9523,-1.5936,-2.9232,-2.2029,-4.4145,-0.2983, 2.8386, 2.5697,-0.7602, 0.2326,-3.5522,-0.6290, 2.5730, 1.8953, 1.2920,-2.5088,-0.1561,-2.7126,-0.0830, 1.0242, 2.7678, 3.1364, 4.2052,-3.1618,-3.7585,-2.9568,-4.7001, 1.2183,-4.1883, 3.6782,-1.0382,-3.8192,-4.3704, 2.8782, 4.9587,-4.7821, 0.6044, 2.0041,-0.4086, 0.7123, 3.6305,-4.8644, 1.7923,-3.1394, 2.5340,-0.6758,-2.5377, 2.1267, 1.3391, 1.0862,-1.5744, 4.2486, 0.5224, 1.1059, 4.6968,-2.5558,-3.2443, 4.8260,-4.5086, 1.4401,-0.0675
