 3.1768, 0.5104, 0.0705,-0.0597, 0.0065,-0.0179,-0.2456, 0.3945, 0.1584,-0.1262, 0.2733,-0.0149,-0.0564,-0.2546,-0.0071,-0.3704,-0.0225, 0.0196,-0.3106, 0.1751, 0.3349, 0.0736, 0.0937,-0.0531,-0.0950, 0.1758, 0.2057, 0.0991,-0.1033,-0.0208,-0.0108, 0.1684,-0.2251, 0.0295, 0.1905, 0.0791,-0.1370,-0.5775,-0.0945,-0.4039, 0.1933, 0.1555, 0.2164,-0.2629,-0.2923, 0.0082, 0.0866,-0.1253, 0.1730,-0.1690, 0.0350,-0.1871,-0.0205, 0.2281,-0.0021, 0.0060,-0.0315,-0.1641,-0.1220, 0.3682
 0.5104, 3.3006,-0.0317,-0.0622, 0.4000, 0.0802, 0.1317, 0.0264, 0.0902, 0.0338, 0.1687,-0.3361,-0.0201,-0.4640, 0.2301,-0.0111, 0.3039, 0.1354,-0.0536,-0.3517, 0.0124,-0.2668, 0.0651,-0.1845,-0.0936,-0.0715, 0.1276,-0.1888, 0.1724, 0.1926,-0.1536, 0.0433, 0.2674, 0.1203,-0.0436, 0.0662, 0.2212,-0.1486,-0.0914, 0.1579,-0.2180,-0.1242, 0.3007,-0.3659,-0.3783,-0.2118, 0.1085,-0.1174,-0.0530,-0.4169, 0.1557,-0.0014,-0.0498,-0.0710,-0.0349,-0.2796, 0.0427,-0.3805, 0.5346,-0.1430
 0.0705,-0.0317, 3.6175,-0.0344,-0.1838, 0.1636, 0.0177,-0.1274, 0.0702,-0.3516,-0.1115,-0.0849,-0.1370,-0.0132,-0.2936, 0.2223,-0.1337, 0.3742, 0.1383,-0.2433,-0.3096, 0.0896,-0.2925,-0.2497, 0.0552, 0.0540, 0.0789,-0.0479, 0.0068, 0.0025, 0.2471, 0.0323, 0.0721, 0.0088, 0.3351, 0.0566, 0.0213, 0.0225,-0.0285,-0.3598, 0.0744, 0.0747, 0.3267,-0.2601,-0.0625,-0.1055,-0.3675,-0.1567, 0.0404, 0.1190, 0.1835, 0.0240, 0.2856, 0.2309, 0.2934, 0.1664,-0.0209, 0.0844, 0.2085,-0.1831
-0.0597,-0.0622,-0.0344, 3.4466, 0.0826, 0.2694,-0.0599,-0.0461, 0.1335,-0.2801, 0.2319,-0.0853, 0.5600,-0.2626, 0.0560, 0.3739,-0.2942, 0.1555, 0.1961,-0.3142,-0.3007, 0.0981, 0.2648, 0.0988,-0.2600,-0.4513, 0.1595,-0.1521,-0.0478,-0.0265, 0.0931, 0.1509, 0.1811, 0.2157, 0.1583,-0.2584, 0.2986,-0.1348,-0.1260,-0.0074,-0.2199, 0.1345,-0.3668,-0.2223, 0.0211,-0.3289, 0.1140, 0.0103,-0.0422, 0.2284,-0.0621, 0.1543,-0.0385, 0.2549, 0.1860, 0.0496,-0.0469, 0.0641,-0.0671, 0.1373
 0.0065, 0.4000,-0.1838, 0.0826, 3.2012,-0.0893, 0.2359, 0.0054,-0.0726, 0.1242, 0.2582,-0.0357, 0.0656, 0.0752,-0.0388, 0.1596,-0.2405,-0.0340, 0.1779, 0.0074, 0.2442, 0.0316, 0.1344,-0.1435,-0.2980, 0.0742, 0.1024,-0.2001, 0.0659,-0.0227,-0.2614, 0.0470,-0.1104,-0.3052,-0.4682,-0.3382, 0.1495, 0.1312, 0.4984,-0.3004,-0.1183, 0.4265, 0.1251, 0.1963, 0.0373,-0.2462,-0.0646,-0.2663,-0.1640,-0.0795, 0.0966,-0.0833, 0.0794, 0.1886, 0.1466, 0.1878,-0.0070, 0.1679, 0.0283,-0.1483
-0.0179, 0.0802, 0.1636, 0.2694,-0.0893, 3.2818, 0.1064, 0.0155, 0.1545, 0.2027,-0.1198, 0.0738, 0.0843, 0.0872, 0.1369, 0.0863, 0.1753,-0.2408,-0.0923,-0.2386,-0.3490,-0.2737,-0.7009,-0.1293, 0.2872, 0.2270, 0.0386,-0.1544,-0.1493, 0.1629,-0.0445, 0.1277, 0.0094, 0.2188, 0.2236, 0.1163, 0.1863, 0.2812,-0.0391, 0.2272, 0.0687, 0.0659, 0.2603,-0.1742,-0.2410, 0.0544,-0.1073, 0.0869, 0.0405, 0.0945,-0.1993,-0.3210, 0.0520, 0.1069,-0.0133, 0.0780, 0.1424,-0.1554,-0.1403, 0.3096
-0.2456, 0.1317, 0.0177,-0.0599, 0.2359, 0.1064, 3.2628,-0.0752, 0.1549,-0.0233,-0.3089, 0.0793,-0.4391, 0.2453,-0.2129, 0.0879,-0.0235,-0.4221, 0.3839, 0.1498, 0.0040, 0.1017,-0.2602, 0.1024,-0.0093,-0.0249,-0.1373,-0.0397,-0.0446, 0.0756, 0.0002, 0.2338, 0.0229,-0.0497, 0.2620,-0.2288,-0.0464,-0.1650,-0.1203,-0.1451,-0.0801,-0.1056,-0.0660, 0.0818, 0.0216, 0.2159,-0.0307,-0.1143, 0.1735,-0.2123,-0.1580,-0.0015,-0.4293, 0.1284,-0.0786,-0.1437, 0.2198,-0.1741, 0.2389,-0.0801
 0.3945, 0.0264,-0.1274,-0.0461, 0.0054, 0.0155,-0.0752, 3.4253,-0.1508,-0.1459, 0.0802, 0.1476,-0.2196,-0.0425,-0.3019,-0.1060, 0.2512, 0.2099, 0.0494, 0.2245, 0.1104, 0.2684, 0.0684,-0.1416,-0.0242,-0.0148,-0.3953,-0.1847, 0.0423, 0.0981, 0.1072, 0.1926, 0.1278, 0.2596,-0.0261, 0.2238,-0.0138,-0.0421,-0.0103,-0.1418,-0.1537,-0.1208, 0.1033,-0.1182,-0.0776,-0.2016, 0.0154, 0.1668, 0.1996, 0.0551, 0.1259, 0.2288, 0.1418, 0.3954, 0.0679,-0.1552,-0.1376, 0.0348,-0.0745, 0.1818
 0.1584, 0.0902, 0.0702, 0.1335,-0.0726, 0.1545, 0.1549,-0.1508, 3.7109,-0.2960,-0.0862,-0.3489,-0.0431, 0.0103, 0.0737, 0.0290, 0.1574,-0.1289, 0.0052,-0.3228,-0.1683,-0.2668,-0.0951, 0.0185, 0.2198,-0.3054, 0.0300, 0.1665, 0.3698,-0.1805,-0.1694,-0.1499, 0.0945,-0.0137, 0.1355, 0.1878,-0.1254, 0.2208, 0.1194,-0.5220, 0.0110,-0.0261, 0.3210,-0.1330, 0.2463, 0.0500,-0.0886, 0.1366,-0.1272, 0.0551, 0.0244,-0.1023,-0.2552,-0.1270,-0.0719,-0.0157,-0.0054, 0.0217,-0.0756,-0.3609
-0.1262, 0.0338,-0.3516,-0.2801, 0.1242, 0.2027,-0.0233,-0.1459,-0.2960, 3.5365,-0.0497, 0.0929,-0.0285, 0.2477,-0.1958,-0.1134,-0.2599, 0.2423, 0.0418, 0.2458, 0.1307, 0.2817,-0.0065, 0.1148,-0.0763,-0.1791,-0.0435,-0.2173, 0.3806,-0.1594,-0.1858, 0.2243,-0.0228,-0.1180,-0.0489,-0.1840, 0.1046, 0.1655, 0.1855, 0.2167, 0.0684,-0.1703, 0.2303, 0.0984, 0.0081, 0.2296,-0.2297,-0.1899, 0.1144, 0.2272, 0.1994, 0.2279,-0.0065,-0.1412, 0.0160,-0.0576,-0.1822,-0.3922,-0.0447, 0.1084
