-1.7059, 0.2624, 4.2560, 0.0277, 4.2435,-3.5342, 2.7691,-3.0954,-4.6513,-2.9199,-3.7794, 2.8460, 3.1235,-0.3770, 3.0967,-0.6043,-0.5843, 4.1785,-0.7288, 2.2166,-3.7596, 1.4348,-3.8049,-4.3190,-2.7785, 0.0318,-1.7276, 1.3647, 2.0370, 1.6675,-4.0806, 3.1570,-0.6109,-2.1915,-2.1086, 1.0433,-3.4822,-4.7640,-0.6023, 0.5941, 4.0065,-1.1454,-2.7623, 0.3496,-4.7210,-0.2096,-2.4149, 0.4025, 2.1580,-0.3063, 0.0781,-1.1432, 4.2475,-0.1652, 4.1551,-0.1182,-1.4796, 3.2496,-1.7841,-0.6852,-2.8813,-4.3981,-0.8158,-1.1522,-1.3273,-2.4826, 4.5924, 0.6658, 0.5555
-2.2939,-4.3081,-3.7883,-1.7968,-3.1724,-4.0940, 0.4235,-4.5241, 1.4793, 4.5995,-4.1549, 4.1617,-3.7105,-2.0109, 0.6413, 1.8639, 1.7561,-4.4266, 2.0189,-2.8910,-3.2782,-1.0140, 1.5787, 4.6742, 4.1959,-1.3849, 2.8490,-4.7434,-1.2870,-0.8433,-0.9225, 1.0405,-3.9334,-4.8912, 1.0331, 0.1203, 2.4478, 3.1820,-1.6978, 3.2670, 4.2368, 0.2158,-3.3260, 1.3444,-0.9991, 4.7589,-4.7764,-3.9992, 3.1722,-1.6606, 3.5290,-1.6262, 2.7538, 2.3548, 2.6065, 1.6615,-2.7124,-0.1211,-4.3994,-0.7859, 1.4711,-3.1030,-1.2018, 2.8435,-2.6393, 1.4091, 3.3839, 0.7927,-1.2218
-2.2341,-3.5562,-1.1980, 2.4748, 0.7692, 4.1071,-3.6304, 3.5374,-2.5485,-0.4793, 4.8993,-4.1138,-4.3903, 3.8376,-2.2077, 1.8219, 0.2837, 1.4061, 2.7851,-3.8957,-4.4794, 1.0486,-0.7922, 4.6393,-4.1622,-0.4167,-3.8741,-2.1107, 1.8611, 2.6654, 0.4117,-2.6734,-3.1460, 1.7217, 2.1061, 0.8882,-2.4628,-2.5058, 2.2003, 2.2569, 1.5689,-3.5084,-3.8478,-3.3634,-1.8035, 3.5414,-2.1256,-0.7408, 0.5368,-1.3503,-2.8280, 1.1211,-3.1887, 3.2476, 4.9159, 3.2998,-1.5077,-1.4908, 1.4742, 0.0388, 0.8238, 4.8677,-3.7174,-3.9585,-3.1478,-3.8717,-0.2875, 3.5191, 1.2772
-2.2551, 2.9766, 4.9326,-0.5735, 0.1892,-3.3011, 3.7079, 2.3961,-4.2559,-1.2325,-4.2301, 3.8963,-3.7872, 1.4324,-0.8038, 1.2807,-0.6807,-2.3908,-4.4604,-0.7704, 1.4218, 0.9565, 3.0670, 1.7483,-0.6067,-4.0181, 2.2092, 0.3368, 4.7471,-1.9771,-4.4164, 4.5613, 2.2188,-3.1225,-0.0819,-1.6754,-1.9559,-0.9652, 0.0622, 0.5388, 0.0510, 3.3167, 4.1840, 0.2236, 2.0204, 4.1803,-4.9796,-3.0338, 1.6404,-2.9857, 2.5531,-1.5966, 4.6951, 3.6551,-2.5511,-2.5746,-1.3702,-0.3109,-3.3041,-1.7781,-1.5223, 1.2181, 0.0328,-1.3821,-0.7830, 3.0666,-2.2049,-3.2156,-3.0109
 2.9647, 0.4294, 4.3599,-4.2292, 3.9614, 4.1237,-2.3525, 1.5920,-1.6116,-4.1243, 4.1782,-4.1715,-0.6441, 1.2263,-2.3491, 0.2107, 1.4090, 2.5065, 2.2189, 3.2244,-1.7910, 3.7597,-1.6225, 4.0760, 0.5266, 1.1913, 0.1589, 2.3701,-0.2371,-3.9746,-2.1379, 4.3258,-3.9948,-0.3415, 0.5678, 2.1500,-2.1943, 4.5715,-0.1069, 0.0134, 3.6356,-2.1576, 1.4712,-1.3723, 2.3433, 2.8194, 0.8086, 0.0351,-2.6408, 2.4298, 4.8987,-4.4755,-3.2192, 3.4656,-0.8683, 4.5367, 0.8371, 2.5995,-3.3526,-3.7781, 0.1050, 2.9566, 2.5200, 3.7419, 0.5638,-1.7957, 2.5313,-0.8401, 4.3289
-2.4670,-2.9337, 1.9410, 0.7468, 2.3687, 3.2519, 3.8944, 2.2283, 3.5762, 3.3251,-2.8517,-2.4204, 1.8499, 4.2333,-3.8900,-0.7544, 0.3483, 3.7852,-4.7324,-1.2103, 0.6797, 2.7867,-2.2261, 4.8598, 2.9882,-1.1914,-1.4497, 3.0434, 3.5316, 1.3783, 3.0829,-2.4144, 1.6534,-4.0425,-1.3005, 2.0466, 3.1363, 2.2921,-2.8510,-0.8907, 4.2824,-2.0963, 2.6881, 1.8399, 3.7890, 1.3122, 0.3606,-3.6229,-1.3666,-2.5976,-4.4133,-4.8826, 0.0061,-4.4036,-1.2073,-2.8928, 0.6661, 3.6213,-3.1596, 4.6195,-1.6313, 1.4568,-0.2473,-3.9839, 4.2236, 0.8223,-2.9274, 1.8072,-0.1300
-0.5585,-2.4511, 3.2812, 1.6439, 2.2731,-4.4264, 3.1694, 1.4667, 4.6165, 1.2921, 0.2613,-1.2666,-0.9368,-3.3506, 3.9850, 4.7989,-0.4537,-1.5687,-4.5200,-2.9198, 2.1077,-2.6547, 4.3383, 4.5812, 3.8459,-2.8187, 0.6646,-1.0235, 0.5662, 3.5210,-1.2048,-3.9192, 2.3068, 3.2853,-4.0823, 3.3155, 0.7923,-1.7823, 0.2818,-3.1283, 2.3155, 0.3958, 0.7119, 0.6694, 4.5805,-2.7037, 1.5281,-1.5350,-2.0509,-0.7829,-2.5001, 1.7026,-2.0228, 3.2285,-1.8562, 2.9204,-0.1258,-2.7171,-0.9987, 4.3447,-3.0768,-4.6545,-2.0363, 2.8370,-0.8483, 0.6487,-2.5850,-4.7634, 2.7380
-4.9067, 3.2216, 4.0725, 2.6355, 0.4621,-0.7392, 1.3089,-2.0275, 4.9267,-0.7828, 4.0990,-0.2265, 2.8771,-2.1846, 3.2751, 3.5015,-0.9967, 1.7316, 1.4301, 0.5791,-0.6506, 1.5474,-3.0902,-2.6576, 4.9683,-2.3754,-2.4272, 4.8054, 4.1528,-4.1038,-1.7607,-4.8399,-1.3267, 4.3675, 1.6498, 4.1473, 4.2311, 4.5908, 0.1487,-1.2388,-1.5331, 0.0592, 3.6491,-3.0911, 0.0616,-4.1412,-1.7079, 0.3115, 1.9357, 2.9606,-1.5878, 1.3206,-2.4343, 4.3599, 3.2003,-3.9980,-1.0571,-1.1656, 2.0427, 1.5253,-3.7976,-1.1987, 2.4033, 0.0862,-0.0382,-0.5811,-4.8932,-0.1621, 4.5914
 3.1055,-4.6325,-3.2521,-3.2389, 3.7966, 3.1221,-1.6324, 3.6976, 3.2262,-4.6929,-0.6828, 2.1233, 3.8545,-2.0619,-3.2726,-3.5639,-2.5752, 0.7779,-0.9493,-2.6996,-1.1886,-4.0983,-1.8489, 4.7875,-1.0983, 1.9844, 2.9056, 3.5298,-0.0417, 4.6417,-1.9823,-0.9941, 2.0069,-4.8354,-0.6885, 1.1026, 0.3768, 0.1376,-0.9139,-0.5387, 2.7022, 2.1200,-2.3560, 4.5985, 0.4619, 1.2094, 3.2294, 4.6653, 1.6348, 0.2322,-1.7898,-3.3058,-3.3148,-3.8432,-2.3570, 0.3240, 4.9201, 0.2470, 2.1214, 3.8394,-0.8734,-3.7593, 4.9442, 2.4879, 0.8178,-2.6389, 3.6277, 4.4317, 0.1942
-1.4102, 3.1396,-2.7248, 2.4149,-3.4712, 0.7222,-1.1072, 1.7238,-3.3501,-0.9771,-3.2095, 2.9925,-1.9191,-2.4143,-2.4388, 3.8519, 4.5267, 1.3018,-1.0986,-2.8953, 1.1813,-3.3721, 2.4427, 3.3396, 1.4849, 0.2968,-0.7009,-2.5013, 2.1352,-1.8487, 1.7770, 3.4631,-2.3310,-1.6980,-4.8597,-2.5902, 2.2162, 1.0418,-2.0081,-1.1307, 4.1980, 1.2678, 3.6991,-0.6884,-1.4720,-3.3728,-2.5404, 3.5654,-0.1275,-3.2893, 2.8136, 2.0431,-2.2025,-0.3700, 3.4609,-1.9964, 1.5525,-3.8431,-2.3592,-1.6557, 2.1366,-4.4889,-1.1323,-3.8498, 3.8464,-0.0108, 4.5250, 4.4389, 0.1109
