nan,nan,nan,nan,nan,nan
5.0,20.0,476.0,0.018260478973388672,1.0,1.0
5.0,20.0,66.0,0.002417325973510742,1.0,1.0
5.0,20.0,115.0,0.004102945327758789,1.0,1.0
5.0,20.0,67.0,0.002408742904663086,1.0,1.0
5.0,20.0,192.0,0.006758213043212891,1.0,1.0
5.0,20.0,205.0,0.007207632064819336,1.0,1.0
5.0,20.0,164.0,0.005706310272216797,1.0,1.0
5.0,20.0,209.0,0.007136106491088867,1.0,1.0
5.0,20.0,nan,nan,1.0,0.0
5.0,20.0,279.0,0.009562253952026367,1.0,1.0
5.0,20.0,275.0,0.010995149612426758,1.0,1.0
5.0,20.0,80.0,0.002808809280395508,1.0,1.0
5.0,20.0,226.0,0.007963418960571289,1.0,1.0
5.0,20.0,213.0,0.007398128509521484,1.0,1.0
5.0,20.0,226.0,0.007902860641479492,1.0,1.0
5.0,20.0,392.0,0.013658523559570312,1.0,1.0
5.0,20.0,76.0,0.002643585205078125,1.0,1.0
5.0,20.0,228.0,0.007933378219604492,1.0,1.0
5.0,20.0,280.0,0.009721040725708008,1.0,1.0
5.0,20.0,139.0,0.004916667938232422,1.0,1.0
5.0,20.0,83.0,0.0029871463775634766,1.0,1.0
5.0,20.0,246.0,0.008620738983154297,1.0,1.0
5.0,20.0,454.0,0.015774965286254883,1.0,1.0
5.0,20.0,nan,nan,1.0,0.0
5.0,20.0,163.0,0.005777835845947266,1.0,1.0
5.0,20.0,295.0,0.01103520393371582,1.0,1.0
5.0,20.0,374.0,0.013744592666625977,1.0,1.0
5.0,20.0,255.0,0.009211540222167969,1.0,1.0
5.0,20.0,396.0,0.014360904693603516,1.0,1.0
5.0,20.0,518.0,0.018291473388671875,1.0,1.0
5.0,20.0,200.0,0.007241964340209961,1.0,1.0
5.0,20.0,434.0,0.015534400939941406,1.0,1.0
5.0,20.0,232.0,0.008217334747314453,1.0,1.0
5.0,20.0,74.0,0.002685546875,1.0,1.0
5.0,20.0,322.0,0.011248350143432617,1.0,1.0
5.0,20.0,173.0,0.00609898567199707,1.0,1.0
5.0,20.0,76.0,0.0026803016662597656,1.0,1.0
5.0,20.0,77.0,0.0027604103088378906,1.0,1.0
5.0,20.0,296.0,0.01046895980834961,1.0,1.0
5.0,20.0,224.0,0.0077877044677734375,1.0,1.0
5.0,20.0,447.0,0.016252517700195312,1.0,1.0
5.0,20.0,483.0,0.01710820198059082,1.0,1.0
5.0,20.0,394.0,0.014007806777954102,1.0,1.0
5.0,20.0,158.0,0.005810976028442383,1.0,1.0
5.0,20.0,nan,nan,1.0,0.0
5.0,20.0,99.0,0.0037183761596679688,1.0,1.0
5.0,20.0,248.0,0.008961677551269531,1.0,1.0
5.0,20.0,296.0,0.01056051254272461,1.0,1.0
5.0,20.0,302.0,0.011081457138061523,1.0,1.0
5.0,20.0,306.0,0.010956525802612305,1.0,1.0
5.0,20.0,136.0,0.004839181900024414,1.0,1.0
5.0,20.0,203.0,0.007378339767456055,1.0,1.0
5.0,20.0,132.0,0.004761934280395508,1.0,1.0
5.0,20.0,226.0,0.007764339447021484,1.0,1.0
5.0,20.0,nan,nan,0.0,1.0
5.0,20.0,347.0,0.012392520904541016,1.0,1.0
5.0,20.0,122.0,0.004465341567993164,1.0,1.0
5.0,20.0,344.0,0.012356281280517578,1.0,1.0
5.0,20.0,359.0,0.012749195098876953,1.0,1.0
5.0,20.0,366.0,0.012949228286743164,1.0,1.0
5.0,20.0,482.0,0.017005443572998047,1.0,1.0
5.0,20.0,219.0,0.007764101028442383,1.0,1.0
5.0,20.0,475.0,0.016754627227783203,1.0,1.0
5.0,20.0,483.0,0.03216075897216797,1.0,1.0
