nan,nan,nan,nan,nan,nan
5.0,20.0,266.0,0.025998353958129883,1.0,1.0
5.0,20.0,77.0,0.0073621273040771484,1.0,1.0
5.0,20.0,138.0,0.013112068176269531,1.0,1.0
5.0,20.0,54.0,0.005178213119506836,1.0,1.0
5.0,20.0,234.0,0.02253103256225586,1.0,1.0
5.0,20.0,304.0,0.02877521514892578,1.0,1.0
5.0,20.0,273.0,0.026958942413330078,1.0,1.0
5.0,20.0,120.0,0.011307716369628906,1.0,1.0
5.0,20.0,nan,nan,1.0,0.0
5.0,20.0,227.0,0.02141284942626953,1.0,1.0
5.0,20.0,273.0,0.026470661163330078,1.0,1.0
5.0,20.0,69.0,0.006547212600708008,1.0,1.0
5.0,20.0,187.0,0.018593311309814453,1.0,1.0
5.0,20.0,128.0,0.012163639068603516,1.0,1.0
5.0,20.0,586.0,0.05530095100402832,1.0,1.0
5.0,20.0,135.0,0.012942075729370117,1.0,1.0
5.0,20.0,71.0,0.006763935089111328,1.0,1.0
5.0,20.0,169.0,0.016098499298095703,1.0,1.0
5.0,20.0,91.0,0.008668184280395508,1.0,1.0
5.0,20.0,87.0,0.008304595947265625,1.0,1.0
5.0,20.0,50.0,0.004870414733886719,1.0,1.0
5.0,20.0,273.0,0.026761531829833984,1.0,1.0
5.0,20.0,331.0,0.03366589546203613,1.0,1.0
5.0,20.0,nan,nan,1.0,0.0
5.0,20.0,82.0,0.007999181747436523,1.0,1.0
5.0,20.0,455.0,0.04333186149597168,1.0,1.0
5.0,20.0,1374.0,0.13336777687072754,1.0,1.0
5.0,20.0,360.0,0.034804344177246094,1.0,1.0
5.0,20.0,271.0,0.02558588981628418,1.0,1.0
5.0,20.0,679.0,0.0647280216217041,1.0,1.0
5.0,20.0,170.0,0.016236066818237305,1.0,1.0
5.0,20.0,732.0,0.07109832763671875,1.0,1.0
5.0,20.0,486.0,0.047210693359375,1.0,1.0
5.0,20.0,57.0,0.005396127700805664,1.0,1.0
5.0,20.0,935.0,0.08875703811645508,1.0,1.0
5.0,20.0,115.0,0.012129068374633789,1.0,1.0
5.0,20.0,65.0,0.006337642669677734,1.0,1.0
5.0,20.0,92.0,0.008749961853027344,1.0,1.0
5.0,20.0,132.0,0.012970924377441406,1.0,1.0
5.0,20.0,127.0,0.01260519027709961,1.0,1.0
5.0,20.0,197.0,0.022399187088012695,1.0,1.0
5.0,20.0,240.0,0.023045778274536133,1.0,1.0
5.0,20.0,332.0,0.0321047306060791,1.0,1.0
5.0,20.0,148.0,0.014320135116577148,1.0,1.0
5.0,20.0,nan,nan,1.0,0.0
