nan,nan,nan,nan,nan,nan,nan,nan
5.0,20.0,190.0,646.0,0.04222726821899414,1.0,1.0,-0.004619154373569702
5.0,20.0,46.0,270.0,0.015950679779052734,1.0,1.0,-0.0030787680533669996
5.0,20.0,122.0,442.0,0.025791406631469727,1.0,1.0,-0.003458920663791568
5.0,20.0,46.0,234.0,0.01376962661743164,1.0,1.0,-0.0028227835433726014
5.0,20.0,181.0,670.0,0.039966583251953125,1.0,1.0,-0.002970811991413029
5.0,20.0,247.0,549.0,0.03240466117858887,1.0,1.0,-0.0013263270144474072
5.0,20.0,147.0,665.0,0.0405423641204834,1.0,1.0,-0.0013152978617987413
5.0,20.0,124.0,545.0,0.03243660926818848,1.0,1.0,-0.0009443566671016868
5.0,20.0,0.0,225.0,0.013347148895263672,1.0,1.0,-0.002975588676687406
5.0,20.0,272.0,736.0,0.044516563415527344,1.0,1.0,-0.004028829069980807
5.0,20.0,162.0,877.0,0.055162906646728516,1.0,1.0,-0.0028332036453269567
5.0,20.0,43.0,267.0,0.017810583114624023,1.0,1.0,-0.0037219387446701013
5.0,20.0,171.0,755.0,0.04909491539001465,1.0,1.0,-0.004341881226404773
5.0,20.0,164.0,509.0,0.03259468078613281,1.0,1.0,-0.0037105341206755587
5.0,20.0,186.0,1065.0,0.07318758964538574,1.0,1.0,-0.004384728746327682
5.0,20.0,184.0,781.0,0.061196088790893555,1.0,1.0,-0.0024622190696279543
5.0,20.0,45.0,262.0,0.018798112869262695,1.0,1.0,-0.0024409660266706203
5.0,20.0,187.0,608.0,0.03947114944458008,1.0,1.0,-0.004078133876136449
5.0,20.0,127.0,498.0,0.03243899345397949,1.0,1.0,-0.0023536382250745145
5.0,20.0,145.0,412.0,0.027621030807495117,1.0,1.0,-0.0026207482878732374
5.0,20.0,39.0,191.0,0.01259613037109375,1.0,1.0,-0.002038591080462595
5.0,20.0,239.0,772.0,0.04828381538391113,1.0,1.0,-0.004100364983343459
5.0,20.0,268.0,913.0,0.05777859687805176,1.0,1.0,-0.0041644800156672235
5.0,20.0,0.0,765.0,0.047995567321777344,1.0,1.0,-0.004043485983409027
5.0,20.0,108.0,393.0,0.0249173641204834,1.0,1.0,-0.0016848710846641892
5.0,20.0,292.0,1009.0,0.06358861923217773,1.0,1.0,-0.0044040915016563265
5.0,20.0,298.0,1708.0,0.10396361351013184,1.0,1.0,-0.0045844849657224645
5.0,20.0,257.0,1112.0,0.0672147274017334,1.0,1.0,-0.0036915803621912686
5.0,20.0,196.0,944.0,0.056114912033081055,1.0,1.0,-0.003191026679738703
5.0,20.0,293.0,1577.0,0.09354281425476074,1.0,1.0,-0.003995594532309419
5.0,20.0,264.0,658.0,0.038407325744628906,1.0,1.0,-0.001420928330936379
5.0,20.0,219.0,1262.0,0.07534027099609375,1.0,1.0,-0.0016911011591507947
5.0,20.0,238.0,1043.0,0.060713768005371094,1.0,1.0,-0.003531151353067326
5.0,20.0,42.0,232.0,0.013669013977050781,1.0,1.0,-0.0037975508542406906
5.0,20.0,270.0,1954.0,0.11496567726135254,1.0,1.0,-0.003502560230933633
5.0,20.0,136.0,425.0,0.02511286735534668,1.0,1.0,-0.004130973880200599
5.0,20.0,48.0,261.0,0.015713930130004883,1.0,1.0,-0.0028665167079067566
5.0,20.0,100.0,303.0,0.01794600486755371,1.0,1.0,-0.003486820154496908
5.0,20.0,125.0,443.0,0.043907880783081055,1.0,1.0,-0.003570272325460184
5.0,20.0,134.0,740.0,0.04332590103149414,1.0,1.0,-0.0025444062992437074
5.0,20.0,162.0,871.0,0.0505218505859375,1.0,1.0,-0.004962827987228947
5.0,20.0,178.0,826.0,0.048479318618774414,1.0,1.0,-0.004103782311891935
5.0,20.0,282.0,1106.0,0.0654592514038086,1.0,1.0,-0.0023498394692000766
5.0,20.0,160.0,460.0,0.02709484100341797,1.0,1.0,-0.004794648909658781
5.0,20.0,0.0,371.0,0.02174830436706543,1.0,1.0,-0.004540493752024588
5.0,20.0,64.0,365.0,0.021429777145385742,1.0,1.0,-0.0018149560194116344
5.0,20.0,210.0,1052.0,0.06139564514160156,1.0,1.0,-0.0018906762015988932
5.0,20.0,234.0,978.0,0.06009316444396973,1.0,1.0,-0.003799174058410268
5.0,20.0,141.0,625.0,0.03663921356201172,1.0,1.0,-0.0036578498250342344
5.0,20.0,175.0,958.0,0.05701279640197754,1.0,1.0,-0.003900595877577055
nan,nan,nan,nan,nan,nan,nan,nan
8.0,56.0,165.0,604.0,0.03622865676879883,1.0,1.0,-0.004178911915006394
8.0,56.0,448.0,2034.0,0.12374210357666016,1.0,1.0,-0.0049967051902400856
8.0,56.0,193.0,1333.0,0.07977008819580078,1.0,1.0,-0.004524033243965218
8.0,56.0,258.0,1440.0,0.08509325981140137,1.0,1.0,-0.006691848821547004
8.0,56.0,247.0,1098.0,0.06717061996459961,1.0,1.0,-0.0035242552151714284
8.0,56.0,188.0,703.0,0.042138099670410156,1.0,1.0,-0.00436532367951955
8.0,56.0,153.0,604.0,0.03635406494140625,1.0,1.0,-0.0063767245368215614
8.0,56.0,249.0,1446.0,0.08691620826721191,1.0,1.0,-0.004264346372734581
8.0,56.0,0.0,505.0,0.03011488914489746,1.0,1.0,-0.003938097419784251
8.0,56.0,492.0,1485.0,0.08853936195373535,1.0,1.0,-0.006605466867929164
8.0,56.0,210.0,807.0,0.0483098030090332,1.0,1.0,-0.0053826675919473625
8.0,56.0,242.0,749.0,0.04454922676086426,1.0,1.0,-0.005135223546927722
8.0,56.0,0.0,1058.0,0.0639650821685791,1.0,1.0,-0.008013156548123582
8.0,56.0,190.0,801.0,0.04804229736328125,1.0,1.0,-0.004387131495607453
8.0,56.0,316.0,1561.0,0.09288692474365234,1.0,1.0,-0.006511028837521735
8.0,56.0,181.0,644.0,0.03816533088684082,1.0,1.0,-0.004810756212086383
8.0,56.0,178.0,538.0,0.03346848487854004,1.0,1.0,-0.005099602027123399
8.0,56.0,254.0,786.0,0.04707002639770508,1.0,1.0,-0.005242851440394979
8.0,56.0,385.0,1556.0,0.09374356269836426,1.0,1.0,-0.00599292692599184
8.0,56.0,493.0,1697.0,0.10243773460388184,1.0,1.0,-0.005348225911225046
8.0,56.0,179.0,1055.0,0.06332135200500488,1.0,1.0,-0.004270428816681059
8.0,56.0,262.0,1064.0,0.06341695785522461,1.0,1.0,-0.006925548845738052
8.0,56.0,182.0,1903.0,0.11323785781860352,1.0,1.0,-0.004449310287389406
8.0,56.0,172.0,561.0,0.0335240364074707,1.0,1.0,-0.004207271078073147
8.0,56.0,275.0,1200.0,0.07173514366149902,1.0,1.0,-0.005239606034425187
8.0,56.0,182.0,612.0,0.036508798599243164,1.0,1.0,-0.0050700735089622235
8.0,56.0,190.0,1018.0,0.06102919578552246,1.0,1.0,-0.0033944637551160386
8.0,56.0,261.0,1735.0,0.10671043395996094,1.0,1.0,-0.007185830360718397
8.0,56.0,190.0,1045.0,0.06276392936706543,1.0,1.0,-0.005061715143440329
8.0,56.0,264.0,862.0,0.05177140235900879,1.0,1.0,-0.006655589208115581
8.0,56.0,234.0,1831.0,0.11063313484191895,1.0,1.0,-0.00406944628221737
8.0,56.0,203.0,940.0,0.056374549865722656,1.0,1.0,-0.0031578698149845913
8.0,56.0,0.0,868.0,0.05258631706237793,1.0,1.0,-0.004489139195481471
8.0,56.0,306.0,1159.0,0.06976032257080078,1.0,1.0,-0.005387277196730113
8.0,56.0,257.0,1095.0,0.06700253486633301,1.0,1.0,-0.0037164326299234467
8.0,56.0,196.0,681.0,0.040576934814453125,1.0,1.0,-0.004098344959113004
8.0,56.0,187.0,680.0,0.0421142578125,1.0,1.0,-0.006001566526577504
8.0,56.0,191.0,714.0,0.04324650764465332,1.0,1.0,-0.005749934733853952
